playerId,name,position,gp,goals,assists,points
8474018,Christopher DiDomenico,L,27,6,4,10
8474133,Patrik Zackrisson,L,0,0,0,0
8474140,Blake Kessel,D,0,0,0,0
8474085,Johan Harju,L,10,1,2,3
8474176,Carl Hagelin,L,713,110,186,296
8474191,Radim Ostrcil,D,0,0,0,0
8474167,Harri Ilvonen,D,0,0,0,0
8474138,Dustin Jeffrey,L,131,18,15,33
8473989,Luke Gazdic,L,147,5,3,8
8474009,Nick Bonino,C,868,159,199,358
8474178,Robert Dietrich,D,0,0,0,0
8474012,John Albert,C,9,1,0,1
8474011,Taylor Matson,C,0,0,0,0
8474112,Vili Sopanen,R,0,0,0,0
8473995,Zack Torquato,C,0,0,0,0
8474038,Paul Byron,L,521,98,110,208
8474106,Justin Taylor,C,0,0,0,0
8474044,Corey Syvret,D,0,0,0,0
8474033,Brad Phillips,G,0,0,0,0
8474058,Torrie Jung,G,0,0,0,0
8474039,Josh Kidd,D,0,0,0,0
8474073,Nick Larson,C,0,0,0,0
8474010,C.J. Severyn,L,0,0,0,0
8474064,Nick Eno,G,0,0,0,0
8474126,Matt Fillier,C,0,0,0,0
8474117,Jordan Knackstedt,R,0,0,0,0
8473988,Trevor Nill,C,0,0,0,0
8474070,Ryan Watson,L,0,0,0,0
8474165,Scott Kishel,D,0,0,0,0
8474142,David Skokan,C,0,0,0,0
8474125,Carl Gunnarsson,D,629,30,108,138
8474065,Johan Alcen,L,0,0,0,0
8474127,Simon Lacroix,D,0,0,0,0
8474075,Michael Ward,D,0,0,0,0
8473998,Danny Hobbs,C,0,0,0,0
8474116,Andrew Glass,L,0,0,0,0
8474077,Carson McMillan,R,16,2,3,5
8474027,Justin Braun,D,842,34,165,199
8474179,Sergei Gayduchenko,G,0,0,0,0
8473712,Frazer McLaren,L,102,4,7,11
8474067,Atte Engren,G,0,0,0,0
8474074,Paul Postma,D,205,10,25,35
8474069,Dan Gendur,R,0,0,0,0
8474123,Ryan Molle,D,0,0,0,0
8473990,Bryan Rufenach,D,0,0,0,0
8474028,Drew MacKenzie,D,0,0,0,0
8474006,Justin Courtnall,L,0,0,0,0
8474174,Trent Vogelhuber,R,0,0,0,0
8474564,Steven Stamkos,C,1246,624,632,1256
8474563,Drew Doughty,D,1279,165,544,709
8474567,Zach Bogosian,D,970,66,183,249
8474565,Alex Pietrangelo,D,1087,148,489,637
8474568,Luke Schenn,D,1122,45,167,212
8474566,Nikita Filatov,L,53,6,8,14
8474569,Colin Wilson,C,632,113,173,286
8474571,Mikkel Boedker,L,709,118,209,327
8474573,Josh Bailey,R,1057,184,396,580
8474570,Cody Hodgson,C,328,64,78,142
8474572,Kyle Beach,L,0,0,0,0
8474574,Tyler Myers,D,1139,100,306,406
8474575,Colten Teubert,D,24,0,1,1
8474576,Zach Boychuk,L,127,12,18,30
8474578,Erik Karlsson,D,1159,215,721,936
8474577,Joe Colborne,C,295,42,72,114
8474581,Jake Gardiner,D,645,49,228,277
8474580,Chet Pickard,G,0,0,0,0
8474579,Luca Sbisa,D,549,20,93,113
8474584,Michael Del Zotto,D,736,63,199,262
8474583,Anton Gustafsson,C,0,0,0,0
8474586,Jordan Eberle,R,1140,334,449,783
8474585,Tyler Cuma,D,1,0,0,0
8474582,Mattias Tedenby,R,120,10,20,30
8474587,Greg Nemisz,R,15,0,1,1
8474589,Tyler Ennis,R,700,144,202,346
8474590,John Carlson,D,1159,170,615,785
8474588,Viktor Tikhonov,R,111,11,11,22
8474595,Daultan Leveille,C,0,0,0,0
8474591,Tom McCollum,G,3,0,0,0
8474593,Jacob Markstrom,G,578,0,23,0
8474594,Slava Voynov,D,190,18,63,81
8474592,Philip McRae,C,15,1,2,3
8474596,Jake Allen,G,497,0,7,0
8474598,Nicolas Deschamps,C,3,0,0,0
8474599,Corey Trivino,C,0,0,0,0
8474597,Cody Goloubef,D,160,3,22,25
8474600,Roman Josi,D,1030,203,576,779
8474603,Eric O'Dell,C,41,3,5,8
8474604,Aaron Ness,D,72,1,6,7
8474601,Yann Sauve,D,8,0,0,0
8474605,Patrick Wiercioch,D,268,16,58,74
8474602,Justin Schultz,D,745,71,253,324
8474609,Luke Adam,C,90,15,11,26
8474610,Zac Dalpe,C,168,16,16,32
8474606,Colby Robak,D,47,0,4,4
8474607,Max Sauve,C,1,0,0,0
8474608,Mitch Wahl,C,0,0,0,0
8474615,Jared Staal,R,2,0,0,0
8474611,Cameron Gaunce,D,37,3,6,9
8474613,Derek Stepan,C,890,182,333,515
8474614,Brandon Burlon,D,0,0,0,0
8474612,Travis Hamonic,D,926,53,191,244
8474616,Patrice Cormier,C,52,1,4,5
8474618,Marco Scandella,D,784,51,119,170
8474620,Danny Kristo,R,0,0,0,0
8474617,Eric Mestery,D,0,0,0,0
8474621,Dmitri Kugryshev,R,0,0,0,0
8474619,Tyler Beskorowany,G,0,0,0,0
8474625,Jimmy Hayes,R,334,54,55,109
8474622,Peter Delmas,G,0,0,0,0
8474623,Justin Daniels,C,0,0,0,0
8474626,Robert Czarnik,C,0,0,0,0
8474624,Danick Paquette,R,0,0,0,0
8474627,Jori Lehtera,C,307,34,77,111
8474632,David Toews,C,0,0,0,0
8474631,Marc-Andre Bourdon,D,45,4,3,7
8474629,Shawn Lalonde,D,1,0,0,0
8474628,Michael Stone,D,552,41,104,145
8474633,James Livingston,R,0,0,0,0
8474630,Josh Brittain,L,0,0,0,0
8474635,Jyri Niemi,D,0,0,0,0
8474639,Kirill Petrov,R,0,0,0,0
8474638,Andrew Campbell,D,42,0,2,2
8474634,Evgeny Grachev,C,34,1,3,4
8474637,Mathieu Brodeur,D,0,0,0,0
8474636,Michael Hutchinson,G,154,0,2,0
8474642,Lance Bouma,L,357,30,46,76
8474250,Zack Smith,C,662,98,106,204
8474640,Adam Comrie,D,0,0,0,0
8474643,Corey Fienhage,D,0,0,0,0
8474641,Adam Henrique,C,1058,278,294,572
8474644,Marco Cousineau,G,0,0,0,0
8474648,Jacob Deserres,G,0,0,0,0
8474646,Brandon McMillan,L,171,14,22,36
8474645,Steve Quailer,R,0,0,0,0
8474647,Ian Schultz,R,0,0,0,0
8474653,Geordie Wudrick,L,0,0,0,0
8474654,Scott Winkler,C,0,0,0,0
8474649,Tomas Kundratek,D,30,1,6,7
8474652,Max Nicastro,D,0,0,0,0
8474650,Samuel Groulx,D,0,0,0,0
8474651,Braden Holtby,G,513,0,12,0
8474655,Vinny Saponari,R,0,0,0,0
8474660,David Warsofsky,D,55,2,9,11
8474659,Matt Donovan,D,69,2,18,20
8474657,Jamie Arniel,C,1,0,0,0
8474656,Mikhail Stefanovich,R,0,0,0,0
8474658,Colin Long,C,0,0,0,0
8474665,AJ Jenks,L,0,0,0,0
8474663,Justin Jokinen,R,0,0,0,0
8474666,David Ullstrom,L,49,6,7,13
8474662,Johan Motin,D,1,0,0,0
8474664,Jordon Southorn,D,0,0,0,0
8474661,Michal Jordan,D,79,3,4,7
8474667,Harri Sateri,G,15,0,0,0
8474672,Steven Delisle,D,0,0,0,0
8474671,Nicholas Larson,L,0,0,0,0
8474670,Andre Petersson,R,1,0,0,0
8474669,Kelsey Tessier,C,0,0,0,0
8474668,Dale Weise,R,513,55,70,125
8474676,Matt Delahey,D,0,0,0,0
8474677,Ryan Hegarty,D,0,0,0,0
8474673,TJ Brodie,D,962,58,300,358
8474675,Sean Lorenz,D,0,0,0,0
8474678,Jason Missiaen,G,0,0,0,0
8474674,James Wright,C,146,4,8,12
8474684,Drew Olson,D,0,0,0,0
8474683,Derek Grant,C,427,57,75,132
8474680,Nathan Moon,C,0,0,0,0
8474679,Gustav Nyquist,R,914,210,333,543
8474682,Dustin Tokarski,G,86,0,3,0
8474681,Andrei Loktionov,C,155,22,26,48
8474689,Nicklas Lasu,L,0,0,0,0
8474686,Kristoffer Berglund,D,0,0,0,0
8474690,Kevin Poulin,G,50,0,1,0
8474685,Matt Calvert,L,566,95,108,203
8474688,Greg Pateryn,D,290,5,39,44
8474687,Joel Champagne,C,0,0,0,0
8474694,Jerome Flaake,L,0,0,0,0
8474692,Prab Rai,C,0,0,0,0
8474695,Teigan Zahn,D,0,0,0,0
8474691,Philippe Cornet,L,2,0,1,1
8474699,Jacob Lagace,L,0,0,0,0
8474693,Tomas Kubalik,R,12,1,3,4
8474696,Taylor Stefishen,L,0,0,0,0
8474698,Brent Regner,D,7,0,0,0
8474700,Maxim Trunev,R,0,0,0,0
8474697,Mark Borowiecki,D,458,15,41,56
8474705,Mark Olver,C,74,10,12,22
8474706,Chris Doyle,C,0,0,0,0
8474704,Kory Nagy,L,0,0,0,0
8474703,Stefan Warg,D,0,0,0,0
8474701,Joel Broda,C,0,0,0,0
8474702,Eero Elo,L,0,0,0,0
8474712,Julien Demers,D,0,0,0,0
8474710,Kyle De Coste,R,0,0,0,0
8474709,Matt Martin,L,987,81,97,178
8474707,Philip Larsen,D,151,9,28,37
8474708,Alexander Pechurskiy,G,1,0,0,0
8474711,Julien Cayer,C,0,0,0,0
8474717,Mark Barberio,D,272,14,42,56
8473664,Justin Azevedo,C,0,0,0,0
8474714,Christopher Carrozzi,G,0,0,0,0
8474713,Anthony Nigro,C,0,0,0,0
8474716,Jared Spurgeon,D,1012,123,315,438
8474715,Cam Atkinson,R,809,253,236,489
8474718,Grant Rollheiser,G,0,0,0,0
8474720,Brett Hextall,C,0,0,0,0
8474722,Luke Witkowski,D,132,2,11,13
8474723,Mats Froshaug,C,0,0,0,0
8474721,Jonathan Carlsson,D,0,0,0,0
8474719,Teemu Hartikainen,C,52,6,7,13
8474724,Nick Crawford,D,0,0,0,0
8474729,Mike Murphy,G,2,0,0,0
8474725,Jeffrey Foss,D,0,0,0,0
8474726,Joel Chouinard,D,0,0,0,0
8474728,Ryley Grantham,C,0,0,0,0
8474727,Ben Smith,R,237,29,25,54
8474730,Jonas Holos,D,39,0,6,6
8474734,Mitch Gaulton,D,0,0,0,0
8474733,David Wohlberg,C,0,0,0,0
8474735,Nick Tremblay,C,0,0,0,0
8474732,Greg Burke,L,0,0,0,0
8474731,Justin DiBenedetto,C,8,0,1,1
8474738,Matt Tassone,C,0,0,0,0
8474739,Tommy Wingels,C,448,62,81,143
8474736,Zac Rinaldo,C,374,18,24,42
8474741,Braden Birch,D,0,0,0,0
8474737,Patrick Killeen,G,0,0,0,0
8474740,Stephen Johnston,L,0,0,0,0
8474746,Matias Sointu,R,0,0,0,0
8474742,Garrett Roe,L,0,0,0,0
8474743,Zach Redmond,D,133,9,29,38
8474745,Paul Karpowich,G,0,0,0,0
8474218,Jason Demers,D,700,45,169,214
8474744,Sean Collins,C,21,0,3,3
8474748,Andrew MacWilliam,D,12,0,2,2
8474751,Tim Billingsley,D,0,0,0,0
8474749,Matt Bartkowski,D,256,8,40,48
8474750,Morgan Clark,G,0,0,0,0
8474747,Joe Gleason,D,0,0,0,0
8474757,Drew Daniels,D,0,0,0,0
8474753,Samuel Morneau,L,0,0,0,0
8474754,Joacim Eriksson,G,1,0,0,0
8474756,Mark Goggin,C,0,0,0,0
8474755,Alexander Deilert,D,0,0,0,0
8474752,Emil Sandin,L,0,0,0,0
8474758,Nate Condon,C,0,0,0,0
8474761,Jani Lajunen,C,0,0,0,0
8474759,Harry Young,D,0,0,0,0
8474760,David Carle,D,0,0,0,0
8474762,Stefan Della Rovere,L,7,0,0,0
8474763,Jean-Sebastien Berube,L,0,0,0,0
8474764,Patrick Johnson,C,0,0,0,0
8474765,Anders Lindback,G,130,0,4,0
8474766,Nick Pryor,D,0,0,0,0
8474767,Mike Bergin,D,0,0,0,0
8474768,Nicholas D'Agostino,D,0,0,0,0
8474769,Jesper Samuelsson,C,0,0,0,0
8475166,John Tavares,C,1266,525,660,1185
8475167,Victor Hedman,D,1164,172,639,811
8475168,Matt Duchene,C,1195,387,549,936
8475169,Evander Kane,L,1001,339,309,648
8475170,Brayden Schenn,C,1102,296,428,724
8475171,Oliver Ekman-Larsson,D,1137,156,383,539
8475172,Nazem Kadri,C,1062,323,437,760
8475173,Scott Glennie,R,1,0,0,0
8475174,Jared Cowen,D,249,15,31,46
8475175,Magnus Paajarvi,L,467,62,62,124
8475176,Ryan Ellis,D,566,76,199,275
8475177,Calvin de Haan,D,679,24,125,149
8475178,Zack Kassian,R,661,92,111,203
8475179,Dmitry Kulikov,D,1037,50,197,247
8475180,Peter Holland,C,266,36,49,85
8475181,Nick Leddy,D,1074,76,347,423
8475182,David Rundblad,D,113,4,21,25
8475183,Louis Leblanc,C,50,5,5,10
8475184,Chris Kreider,L,958,348,284,632
8475185,Jacob Josefson,C,315,20,44,64
8475186,John Moore,D,544,38,80,118
8475147,Jordan Schroeder,C,165,18,24,42
8475148,Tim Erixon,D,93,2,12,14
8475149,Marcus Johansson,L,1058,200,366,566
8475150,Jordan Caron,R,157,12,16,28
8475151,Kyle Palmieri,C,925,276,269,545
8475152,Philippe Paradis,C,0,0,0,0
8475153,Dylan Olsen,D,124,5,17,22
8475154,Carter Ashton,R,54,0,3,3
8475155,Simon Despres,D,193,6,37,43
8475156,Mikko Koskinen,G,168,0,4,0
8475157,Landon Ferraro,C,77,7,5,12
8475158,Ryan O'Reilly,C,1233,328,570,898
8475159,Carl Klingberg,L,12,1,0,1
8475160,Kyle Clifford,L,753,66,78,144
8475161,Chris Brown,R,23,2,1,3
8475162,Mat Clark,D,9,0,1,1
8475163,Alex Chiasson,R,651,120,113,233
8475164,Jakob Silfverberg,R,820,168,205,373
8475165,Anton Lander,C,215,10,25,35
8475187,Zach Budish,R,0,0,0,0
8475211,Charles-Olivier Roussel,D,0,0,0,0
8475212,William Wrenn,D,0,0,0,0
8475213,Drew Shore,C,98,9,17,26
8475214,Jeremy Morin,L,82,10,12,22
8475215,Robin Lehner,G,364,0,6,0
8475216,Ethan Werek,C,0,0,0,0
8475205,Brett Ponich,D,0,0,0,0
8475206,Stefan Elliott,D,87,8,17,25
8475207,Kenny Ryan,R,0,0,0,0
8475208,Brian Dumoulin,D,788,30,164,194
8475209,Richard Panik,R,521,88,107,195
8475210,Anton Rodin,R,3,0,1,1
8475199,Eric Gelinas,D,189,14,41,55
8475200,Dmitry Orlov,D,949,79,285,364
8475201,Kevin Lynch,C,0,0,0,0
8475202,Taylor Doherty,D,0,0,0,0
8475203,Jesse Blacker,D,1,0,0,0
8475204,Brandon Pirri,C,276,72,49,121
8475193,Tomas Tatar,L,927,227,269,496
8475194,Philip Samuelsson,D,13,0,0,0
8475195,Anders Nilsson,G,161,0,3,0
8475196,Ben Hanowski,R,16,1,2,3
8475197,Tyson Barrie,D,822,110,398,508
8475198,Joonas Nattinen,C,1,0,0,0
8475188,Brayden McNabb,D,885,38,153,191
8475189,Josh Birkholz,R,0,0,0,0
8475190,Jamie Devane,L,2,0,0,0
8475191,Reilly Smith,R,988,242,337,579
8475192,Taylor Beck,L,92,11,12,23
8475217,Troy Hesketh,D,0,0,0,0
8475247,Michael Latta,C,113,4,13,17
8475248,Alexander Urbom,D,34,3,1,4
8475249,Ryan Howse,L,0,0,0,0
8475250,Andrej Nestrasil,C,128,17,31,48
8475251,Igor Bobkov,G,0,0,0,0
8475252,Matt Hackett,G,26,0,0,0
8475241,Sergey Andronov,R,0,0,0,0
8475242,Mac Bennett,D,0,0,0,0
8475243,Ryan Bourque,C,1,0,0,0
8475244,Adam Morrison,G,0,0,0,0
8475245,Cameron Abney,R,0,0,0,0
8475246,Kevin Connauton,D,360,28,52,80
8475235,Nicolas Deslauriers,L,708,53,53,106
8475236,Cody Eakin,C,701,110,146,256
8475237,Ryan Button,D,0,0,0,0
8475238,Simon Bertilsson,D,0,0,0,0
8475239,Mattias Lindstrom,L,0,0,0,0
8475240,Dan Delisle,L,0,0,0,0
8475229,Gleason Fournier,D,0,0,0,0
8475230,Michael Lee,G,0,0,0,0
8475231,Casey Cizikas,C,978,124,156,280
8475232,Alex Hutchings,L,0,0,0,0
8475233,David Savard,D,870,54,188,242
8475234,J-F Berube,G,40,0,1,0
8475223,Linden Vey,R,138,14,30,44
8475224,Jordan Szwarz,C,50,4,3,7
8475225,Craig Smith,C,987,220,232,452
8475226,Kyle Bigos,D,0,0,0,0
8475227,Chris Wideman,D,291,20,58,78
8475228,Toni Rajala,R,0,0,0,0
8475218,Mattias Ekholm,D,966,92,309,401
8475219,Kristopher Foucault,L,1,0,0,0
8475220,Marcus Foligno,L,931,148,188,336
8475221,Justin Weller,D,0,0,0,0
8475222,Sami Vatanen,D,473,47,153,200
8475253,Garrett Wilson,L,87,2,6,8
8474810,Tyler Shattock,R,0,0,0,0
8475280,Alexander Avtsin,R,0,0,0,0
8475281,Nick Oliver,C,0,0,0,0
8475282,Henrik Bjorklund,R,0,0,0,0
8475283,Lane MacDermid,L,21,2,2,4
8475284,Jeremy Price,D,0,0,0,0
8475274,Seth Helgeson,D,50,1,3,4
8475275,Patrick Wey,D,9,0,3,3
8475276,Alex Fallstrom,R,0,0,0,0
8475277,Edward Pasquale,G,3,0,0,0
8475278,Byron Froese,C,141,7,13,20
8475279,Ben Chiarot,D,805,50,135,185
8475269,Nick Petersen,R,0,0,0,0
8475270,Anton Klementyev,D,1,0,0,0
8475271,Alex Velischek,D,0,0,0,0
8475272,Kieran Millan,G,0,0,0,0
8475273,Cody Sol,D,0,0,0,0
8475099,David Kolomatis,D,0,0,0,0
8475264,Roman Horak,C,84,6,13,19
8475265,Eric Knodel,D,0,0,0,0
8475266,Tomas Vincour,C,95,7,10,17
8474884,Mike Hoffman,C,745,228,259,487
8475089,Matt Kennedy,R,0,0,0,0
8475268,Gabriel Bourque,L,413,40,63,103
8475258,Olivier Roy,G,0,0,0,0
8475259,Mark Adams,D,0,0,0,0
8475260,Corban Knight,C,52,4,8,12
8475261,Radoslav Illo,C,0,0,0,0
8475262,Thomas Larkin,D,0,0,0,0
8475263,Wade Megan,C,15,1,1,2
8475254,Gabriel Dumont,C,90,4,5,9
8475255,Scott Stajcer,G,0,0,0,0
8475256,Spencer Bennett,L,0,0,0,0
8474809,Nicola Riopel,G,0,0,0,0
8475257,Peter Andersson,D,0,0,0,0
8475285,Derek Rodwell,L,0,0,0,0
8475319,Brett Flemming,D,0,0,0,0
8475320,Jeff Costello,L,0,0,0,0
8475321,Phil Varone,C,97,8,9,17
8475322,Michael Zador,G,0,0,0,0
8475323,Marcus Kruger,C,520,38,85,123
8475324,Nick Jensen,D,694,26,146,172
8475313,Andy Bathgate,C,0,0,0,0
8475314,Anders Lee,L,923,308,241,549
8475315,Dave Labrecque,C,0,0,0,0
8475316,Brandon Maxwell,G,0,0,0,0
8475317,Jimmy Bubnick,C,0,0,0,0
8475318,Michael Pelech,C,0,0,0,0
8475308,Evan Bloodoff,L,0,0,0,0
8475309,Jerry D'Amigo,R,31,1,2,3
8475310,Curtis McKenzie,L,99,10,13,23
8474864,Corey Cowick,L,0,0,0,0
8475311,Darcy Kuemper,G,489,0,7,0
8475312,Jaroslav Janus,G,0,0,0,0
8475302,Jere Sallinen,R,0,0,0,0
8475303,Connor Knapp,G,2,0,1,0
8475304,Scott Timmins,C,24,1,0,1
8475305,Scott Valentine,D,0,0,0,0
8475306,Anton Blomqvist,D,0,0,0,0
8475307,David Shields,D,0,0,0,0
8475297,Dustin Walsh,C,0,0,0,0
8475298,Dan Maggio,D,0,0,0,0
8475299,Joni Ortio,G,37,0,2,0
8474892,Eric Wellwood,L,31,5,5,10
8475300,Joe Cannata,G,0,0,0,0
8475301,Ashton Bernard,L,0,0,0,0
8475291,Garrett Mitchell,R,1,0,0,0
8475292,Tyler Randell,R,27,6,0,6
8475293,David Pacan,C,0,0,0,0
8475294,Rasmus Rissanen,D,6,0,0,0
8475295,Brandon Kozun,R,20,2,2,4
8475296,Mitch Callahan,R,5,0,0,0
8475286,Viktor Ekbom,D,0,0,0,0
8475287,Erik Haula,L,840,167,208,375
8475288,Kirill Gotovets,D,0,0,0,0
8475289,Gus Young,D,0,0,0,0
8475290,Levko Koper,L,0,0,0,0
8475325,Jordan Nolan,C,375,24,28,52
8475344,Steven Anthony,L,0,0,0,0
8475345,Barron Smith,D,0,0,0,0
8475346,Marek Viedensky,C,0,0,0,0
8475347,Brad Peltz,L,0,0,0,0
8475348,Michael Sdao,D,0,0,0,0
8475349,Cameron Reid,C,0,0,0,0
8475339,Anthony Hamburg,C,0,0,0,0
8475340,Maxime Legault,R,0,0,0,0
8475341,Paul Phillips,D,0,0,0,0
8475342,Oliver Lauridsen,D,16,2,1,3
8474807,Kyle Neuber,R,0,0,0,0
8475343,Nic Dowd,C,657,89,108,197
8475333,Michael Cichy,C,0,0,0,0
8475334,Mikhail Pashnin,D,0,0,0,0
8475335,Gaelan Patterson,C,0,0,0,0
8475336,Maxwell Tardy,C,0,0,0,0
8475337,Jordan Samuels-Thomas,L,0,0,0,0
8475338,Curtis Gedig,D,0,0,0,0
8475327,Benjamin Casavant,L,0,0,0,0
8475328,Ben Sexton,C,2,0,0,0
8475329,Dominik Bielke,D,0,0,0,0
8475330,Tommi Kivisto,D,0,0,0,0
8475331,David Gilbert,C,0,0,0,0
8475332,Adam Almquist,D,2,1,0,1
8475326,Petteri Simila,G,0,0,0,0
8475791,Taylor Hall,L,989,302,485,787
8475794,Tyler Seguin,C,1016,367,459,826
8475790,Erik Gudbranson,D,842,35,105,140
8475793,Ryan Johansen,C,905,202,376,578
8475799,Nino Niederreiter,R,1030,248,251,499
8475792,Brett Connolly,R,536,101,94,195
8475784,Jeff Skinner,L,1110,379,333,712
8475788,Alexander Burmistrov,C,348,37,64,101
8475798,Mikael Granlund,C,960,198,453,651
8475795,Dylan McIlrath,D,105,3,6,9
8475789,Jack Campbell,G,176,0,3,0
8475764,Cam Fowler,D,1124,109,414,523
8475759,Brandon Gormley,D,58,2,3,5
8475768,Jaden Schwartz,C,861,233,320,553
8475762,Derek Forbort,D,552,19,87,106
8475765,Vladimir Tarasenko,R,906,327,382,709
8475767,Joey Hishon,C,13,1,1,2
8475766,Austin Watson,L,528,63,58,121
8475760,Nick Bjugstad,C,821,163,176,339
8475761,Beau Bennett,R,200,24,40,64
8475772,Riley Sheahan,C,637,74,120,194
8475797,Jarred Tinordi,D,205,4,26,30
8475796,Mark Pysyk,D,521,28,76,104
8475763,Kevin Hayes,R,805,185,261,446
8475769,Quinton Howden,C,97,10,7,17
8475744,Evgeny Kuznetsov,C,743,173,402,575
8475771,Mark Visentin,G,1,0,0,0
8475745,Charlie Coyle,C,1032,209,334,543
8475770,Emerson Etem,R,173,22,24,46
8475754,Brock Nelson,C,1001,334,318,652
8475752,Tyler Pitlick,C,452,58,53,111
8475743,Jared Knight,C,0,0,0,0
8475756,John McFarland,L,3,0,0,0
8475748,Dalton Smith,L,1,0,0,0
8475751,Ludvig Rensfeldt,L,0,0,0,0
8475755,Alexander Petrovic,D,323,7,53,60
8475753,Justin Faulk,D,1058,146,352,498
8475750,Jon Merrill,D,682,24,91,115
8475757,Brett Bulmer,R,17,0,3,3
8475749,Christian Thomas,L,27,1,2,3
8475747,Patrik Nemeth,D,504,10,60,70
8475758,Devante Smith-Pelly,R,395,44,57,101
8475746,Brad Ross,L,0,0,0,0
8475725,Sebastian Wannstrom,R,0,0,0,0
8475727,Ryan Spooner,C,325,48,119,167
8475716,Martin Marincin,D,227,5,29,34
8475726,Tyler Toffoli,C,969,309,315,624
8475734,Curtis Hamilton,L,1,0,0,0
8475717,Calvin Pickard,G,191,0,4,0
8475736,Connor Brickley,L,81,6,15,21
8475714,Calle Jarnkrok,C,774,143,173,316
8475719,Philip Lane,R,0,0,0,0
8475729,Mark Alt,D,20,0,0,0
8475718,Justin Holl,D,405,14,83,97
8475723,Petr Straka,R,3,0,2,2
8475728,Johan Larsson,L,488,53,79,132
8475715,Oscar Lindberg,L,252,39,40,79
8475720,Kent Simpson,G,1,0,0,0
8475722,Jason Zucker,L,832,241,227,468
8475730,Stephen Johns,D,167,15,18,33
8475724,Ryan Martindale,C,0,0,0,0
8475735,Greg McKegg,C,233,21,18,39
8475721,Brock Beukeboom,D,0,0,0,0
8475733,Max Reinhart,C,23,1,4,5
8475737,Kirill Kabanov,L,0,0,0,0
8475462,Radko Gudas,D,885,42,169,211
8475732,Danny Biega,D,10,0,2,2
8475741,Jerome Leduc,D,0,0,0,0
8475740,Joe Basaraba,R,0,0,0,0
8475738,Jordan Weal,C,218,32,37,69
8475739,Michael Bournival,L,113,12,10,22
8475742,Adam Janosik,D,0,0,0,0
8475708,Joey Leach,D,0,0,0,0
8475713,Max Gardiner,C,0,0,0,0
8475709,Kevin Sundher,C,0,0,0,0
8475710,Jakub Culek,L,0,0,0,0
8475711,Alexander Guptill,L,0,0,0,0
8475712,Taylor Aronson,D,0,0,0,0
8475785,Sondre Olden,L,0,0,0,0
8475810,Bryan Rust,R,710,232,270,502
8475802,Louis-Marc Aubry,C,0,0,0,0
8475803,Jason Clark,C,0,0,0,0
8475811,Matt MacKenzie,D,0,0,0,0
8475809,Scott Wedgewood,G,199,0,1,0
8475801,Austin Levi,D,0,0,0,0
8475816,Stanislav Galiev,R,26,1,3,4
8475815,Julian Melchiori,D,30,0,2,2
8475806,Max Gaede,R,0,0,0,0
8475808,Michael Chaput,C,182,6,16,22
8475807,Joakim Nordstrom,C,444,32,43,75
8475817,Jeremie Blain,D,0,0,0,0
8475821,Sam Brittain,G,0,0,0,0
8475823,Benjamin Gallacher,D,0,0,0,0
8475822,Brandon Archibald,D,0,0,0,0
8475812,Stephen Silas,D,0,0,0,0
8475814,Geoffrey Schemitsch,D,0,0,0,0
8475414,Craig Cunningham,L,63,3,5,8
8475818,Steven Shipley,C,0,0,0,0
8475820,Joonas Donskoi,R,474,80,128,208
8475827,Andrew Yogan,C,0,0,0,0
8475828,Ivan Telegin,L,0,0,0,0
8475819,Mathieu Corbeil,G,0,0,0,0
8475829,John Ramage,D,2,0,0,0
8475825,Jani Hakanpää,D,290,15,30,45
8475826,Justin Shugg,R,3,0,0,0
8475834,Marcus Sorensen,L,226,31,33,64
8475824,Sami Aittokallio,G,2,0,0,0
8475833,Bill Arnold,C,1,0,0,0
8475835,Alex Theriau,D,0,0,0,0
8475832,Tom Kuhnhackl,R,232,18,36,54
8475800,Teemu Pulkkinen,L,83,13,9,22
8475831,Philipp Grubauer,G,402,0,8,0
8475777,Mark MacMillan,R,0,0,0,0
8475830,Joe Faust,D,0,0,0,0
8475776,Patrick McNally,D,0,0,0,0
8475774,Petter Granberg,D,45,0,2,2
8475782,Morgan Ellis,D,3,0,0,0
8475773,James Mullin,C,0,0,0,0
8475775,Tye McGinn,L,89,9,8,17
8475783,Rob Flick,C,0,0,0,0
8475781,Tyler Bunz,G,1,0,0,0
8475780,Chris Wagner,R,401,39,27,66
8475786,Zach Hyman,L,711,261,234,495
8475787,Austin Madaisky,D,0,0,0,0
8474846,Tony Dehart,D,0,0,0,0
8475779,Patrick Cehlin,R,0,0,0,0
8475873,Cody Ferriero,R,0,0,0,0
8475840,Fredrik Pettersson-Wentzel,G,0,0,0,0
8475878,Freddie Hamilton,C,75,4,2,6
8475449,Jason Wilson,L,0,0,0,0
8475906,John Klingberg,D,700,92,351,443
8475841,Tim Heed,D,105,6,23,29
8475907,Micheal Ferland,L,335,60,74,134
8475847,Cody Beach,R,0,0,0,0
8475845,Justin Florek,L,4,1,1,2
8475838,Isaac MacLeod,D,0,0,0,0
8475846,Troy Rutkowski,D,0,0,0,0
8475839,Louis Domingue,G,144,0,2,0
8475415,Luke Walker,R,0,0,0,0
8475844,Kenny Agostino,L,86,8,22,30
8475852,Petr Mrazek,G,438,0,5,0
8475843,Caleb Herbert,C,0,0,0,0
8475851,Gregg Sutch,R,0,0,0,0
8475842,Sam Carrick,C,393,43,46,89
8475853,Adam Polasek,D,0,0,0,0
8475850,Daniel Brodin,L,0,0,0,0
