playerId,name,position,gp,goals,assists,points
8475848,Brendan Gallagher,R,911,246,241,487
8475857,Kevin Gravel,D,139,1,14,15
8475849,Michael Parks,R,0,0,0,0
8475858,Yasin Cisse,R,0,0,0,0
8475859,Mirko Hoefflin,C,0,0,0,0
8475854,Joe Rogalski,D,0,0,0,0
8475864,Corey Durocher,L,0,0,0,0
8474774,Dalton Prout,D,264,7,31,38
8475856,Kendall McFaull,D,0,0,0,0
8475863,Brendan O'Donnell,C,0,0,0,0
8475855,Jesper Fast,R,703,91,157,248
8475861,Maxim Kitsyn,L,0,0,0,0
8475860,Johan Gustafsson,G,0,0,0,0
8475871,Tanner Lane,C,0,0,0,0
8475862,Andreas Dahlstrom,C,0,0,0,0
8475869,Brandon Davidson,D,180,9,14,23
8475870,Konrad Abeltshauser,D,0,0,0,0
8475875,Stephen MacAulay,L,0,0,0,0
8475876,Zane McIntyre,G,8,0,0,0
8475877,Drew Czerwonka,L,0,0,0,0
8475867,Tyler Stahl,D,0,0,0,0
8475868,Anthony Bitetto,D,197,3,28,31
8475866,Sebastian Owuya,D,0,0,0,0
8475872,Reid McNeill,D,0,0,0,0
8475804,Brooks Macek,C,0,0,0,0
8475836,Alex Friesen,C,1,0,0,0
8475874,Cedrick Henley,L,0,0,0,0
8475805,Maxime Clermont,G,0,0,0,0
8475909,Jonathan Iilahti,G,0,0,0,0
8475912,Samuel Carrier,D,0,0,0,0
8475914,Kevin Lind,D,0,0,0,0
8475913,Mark Stone,R,766,259,448,707
8475915,Nick Luukko,D,0,0,0,0
8475911,Nick Mattson,D,0,0,0,0
8475916,Kristians Pelss,L,0,0,0,0
8475882,Josh Nicholls,R,0,0,0,0
8475881,Ronald Boyd,D,0,0,0,0
8475910,Martin Ouellette,G,0,0,0,0
8475880,Cody Rosen,G,0,0,0,0
8475883,Frederik Andersen,G,552,0,17,0
8475888,Lee Moffie,D,0,0,0,0
8475886,Dylen McKinlay,R,0,0,0,0
8475887,Randy McNaught,R,0,0,0,0
8475879,Mac Carruth,G,0,0,0,0
8475885,Brett Perlini,R,0,0,0,0
8475889,Patrick Holland,R,5,0,0,0
8475891,David Elsner,L,0,0,0,0
8475892,Maxim Chudinov,D,0,0,0,0
8475894,Bryce Aneloski,D,0,0,0,0
8475884,Luke Moffatt,C,0,0,0,0
8475893,Joonas Rask,C,2,0,1,1
8475895,Peter Stoykewych,D,0,0,0,0
8475890,Christopher Crane,R,0,0,0,0
8475897,Ben Marshall,D,0,0,0,0
8475900,Kellen Jones,L,0,0,0,0
8475901,Christian Isackson,R,0,0,0,0
8475898,Mauro Jorg,R,0,0,0,0
8475899,Sawyer Hannay,D,0,0,0,0
8475905,Ricard Blidstrand,D,0,0,0,0
8475903,John Westin,L,0,0,0,0
8475904,Riley Boychuk,L,0,0,0,0
8475896,Brendan Ranford,L,1,0,0,0
8475902,Zach Trotman,D,91,3,10,13
8476454,Ryan Nugent-Hopkins,C,1031,291,513,804
8476455,Gabriel Landeskog,L,798,262,344,606
8476456,Jonathan Huberdeau,L,962,263,544,807
8476457,Adam Larsson,D,1012,59,207,266
8476458,Ryan Strome,C,916,174,327,501
8476459,Mika Zibanejad,C,1011,348,470,818
8476460,Mark Scheifele,C,961,372,535,907
8476461,Sean Couturier,C,952,218,361,579
8476462,Dougie Hamilton,D,912,163,377,540
8476463,Jonas Brodin,D,915,62,216,278
8476464,Duncan Siemens,D,20,1,1,2
8476465,Ryan Murphy,D,175,8,35,43
8476466,Sven Baertschi,L,292,66,72,138
8476467,Jamie Oleksiak,D,758,45,116,161
8476468,J.T. Miller,C,939,277,485,762
8476469,Joel Armia,R,653,116,116,232
8476470,Nathan Beaulieu,D,471,12,86,98
8476471,Mark McNeill,C,2,0,0,0
8476472,Oscar Klefbom,D,378,34,122,156
8476473,Connor Murphy,D,825,48,129,177
8476474,Stefan Noesen,R,482,83,92,175
8476475,Tyler Biggs,R,0,0,0,0
8476476,Joe Morrow,D,162,9,23,32
8476477,Matt Puempel,L,87,11,5,16
8476478,Stuart Percy,D,12,0,3,3
8476479,Phillip Danault,C,786,131,280,411
8476480,Vladislav Namestnikov,C,846,145,205,350
8476481,Zack Phillips,C,0,0,0,0
8476482,Nicklas Jensen,R,31,3,3,6
8476483,Rickard Rakell,R,862,260,307,567
8476426,David Musil,D,4,0,2,2
8476427,Ty Rattie,R,99,13,17,30
8476428,Rocco Grimaldi,R,203,30,37,67
8476429,Scott Mayfield,D,615,30,110,140
8476430,Tomas Jurco,R,221,22,31,53
8476431,Adam Clendening,D,90,4,20,24
8476432,Boone Jenner,C,808,212,209,421
8476433,Magnus Hellberg,G,26,0,0,0
8476434,John Gibson,G,563,0,8,0
8476435,Alex Khokhlachev,C,9,0,0,0
8476436,Dmitrij Jaskin,R,315,27,43,70
8476437,Victor Rask,C,506,89,134,223
8476438,Brandon Saad,L,984,269,269,538
8476439,Brett Ritchie,R,391,50,35,85
8476440,Markus Granlund,C,335,58,43,101
8476441,Joel Edmundson,D,685,37,116,153
8476442,Matt Nieto,L,705,87,119,206
8476443,Xavier Ouellet,D,178,5,23,28
8476444,Christopher Gibson,G,16,0,0,0
8476445,Johan Sundstrom,C,11,0,1,1
8476446,Alexander Ruuttu,C,0,0,0,0
8476447,Miikka Salomaki,R,167,12,15,27
8476448,William Karlsson,C,752,183,270,453
8476449,Scott Harrington,D,255,11,38,49
8476450,Ryan Sproul,D,44,2,10,12
8476451,Lucas Lessio,L,41,3,4,7
8476452,Tyler Wotherspoon,D,30,0,5,5
8476453,Nikita Kucherov,R,879,401,723,1124
8476420,Rasmus Bengtsson,D,0,0,0,0
8476385,Mario Lucia,L,0,0,0,0
8476386,Shane Prince,L,128,12,26,38
8476387,Samu Perhonen,G,0,0,0,0
8476388,Andrey Pedan,D,13,0,0,0
8476389,Vincent Trocheck,C,868,239,392,631
8476390,Joseph Cramarossa,C,68,5,8,13
8476391,T.J. Tynan,C,31,0,2,2
8476392,Adam Lowry,C,845,126,168,294
8476393,Nick Cousins,C,723,86,132,218
8476394,Michael Paliotta,D,2,0,1,1
8476395,David Honzik,G,0,0,0,0
8476396,Steven Fogarty,C,31,1,2,3
8476397,Keegan Lowe,D,4,0,0,0
8476398,Travis Ewanyk,C,0,0,0,0
8476399,Blake Coleman,L,693,170,155,325
8476400,Logan Shaw,R,232,16,23,39
8476401,Daniel Catenacci,C,12,0,0,0
8476402,Brennan Serville,D,0,0,0,0
8476403,Klas Dahlbeck,D,170,6,17,23
8476404,Andy Andreoff,C,188,14,13,27
8476405,Anthony Camara,L,0,0,0,0
8476406,Nicholas Shore,C,299,18,41,59
8476407,Andy Welinski,D,46,1,5,6
8476408,Harrison Ruopp,D,0,0,0,0
8476409,Alan Quine,C,106,10,18,28
8476410,Josh Leivo,L,265,42,51,93
8476411,Jonathan Racine,D,1,0,0,0
8476412,Jordan Binnington,G,377,0,9,0
8476413,Justin Sefton,D,0,0,0,0
8476414,Alexandre Grenier,R,9,0,0,0
8476415,Kyle Rau,C,61,2,5,7
8476416,Dillon Simpson,D,3,0,0,0
8476417,Joachim Nermark,C,0,0,0,0
8475956,Josh Shalla,L,0,0,0,0
8476418,Robbie Russo,D,19,0,0,0
8476419,Jean-Gabriel Pageau,C,871,176,225,401
8476421,Josiah Didier,D,0,0,0,0
8476422,Mike Reilly,D,460,19,114,133
8476423,Reid Boucher,C,133,20,22,42
8476424,Tom Nilsson,D,0,0,0,0
8476425,Joseph LaBate,C,20,0,1,1
8476380,Yannick Veilleux,L,0,0,0,0
8476345,Gregory Hofmann,C,24,2,5,7
8476346,Johnny Gaudreau,L,763,243,500,743
8476347,Emil Molin,C,0,0,0,0
8476348,Michael St. Croix,C,0,0,0,0
8476349,Colin Jacobs,C,0,0,0,0
8476350,Olivier Archambault,L,0,0,0,0
8476351,Maxim Shalunov,R,0,0,0,0
8476352,Michael Mersch,L,17,1,2,3
8476353,Kale Kessy,L,0,0,0,0
8476354,Garrett Noonan,D,0,0,0,0
8476355,Magnus Nygren,D,0,0,0,0
8476356,Tobias Rieder,L,478,64,81,145
8476357,Marek Tvrdon,R,0,0,0,0
8476358,Colin Suellentrop,D,0,0,0,0
8476359,Steffen Soberg,G,0,0,0,0
8476360,Marcel Noebels,L,0,0,0,0
8476361,Zachary Yuen,D,0,0,0,0
8476362,Ludwig Blomstrand,L,0,0,0,0
8476363,Brian Ferlin,R,7,0,1,1
8476364,Martin Gernat,D,0,0,0,0
8476365,Garrett Meurs,C,0,0,0,0
8476366,Yaroslav Kosov,L,0,0,0,0
8476367,John Persson,L,10,1,0,1
8476368,Fredrik Claesson,D,170,7,21,28
8476006,Brenden Kichton,D,0,0,0,0
8476369,Seth Ambroz,R,0,0,0,0
8476370,Blake Pietila,L,38,1,3,4
8476371,Tony Cameranesi,C,0,0,0,0
8476372,Nick Seeler,D,453,15,57,72
8476373,Niklas Lundstrom,G,0,0,0,0
8476374,Sean Kuraly,C,644,70,105,175
8476375,Shane McColgan,R,0,0,0,0
8476376,Troy Vance,D,0,0,0,0
8476377,Samuel Noreau,D,0,0,0,0
8476378,Alex Lepkowski,D,0,0,0,0
8476379,Darren Dietz,D,13,1,4,5
8476381,Andrew Shaw,R,544,116,131,247
8476382,Joel Lowry,L,0,0,0,0
8476037,Darian Dziurzynski,L,0,0,0,0
8476383,Simon Karlsson,D,0,0,0,0
8476384,Max Friberg,R,6,0,0,0
8476339,Dominik Uher,C,2,0,0,0
8476297,Philippe Hudon,C,0,0,0,0
8476298,Mattias Backman,D,0,0,0,0
8476299,Patrick Koudys,D,0,0,0,0
8476300,Nikita Nesterov,D,170,9,28,37
8476301,Austen Brassard,R,0,0,0,0
8476302,Frank Corrado,D,76,3,5,8
8476303,Rob O'Gara,D,33,0,3,3
8476304,David Broll,L,5,0,1,1
8476305,Gabriel Beaupre,D,0,0,0,0
8476306,Edward Wittchow,D,0,0,0,0
8476307,Andrew Fritsch,R,0,0,0,0
8476308,Darren Kramer,C,0,0,0,0
8476309,Jason Kasdorf,G,1,0,0,0
8476310,Lukas Sedlak,C,192,18,17,35
8476311,Reece Scarlett,D,0,0,0,0
8476312,Josh Manson,D,705,44,157,201
8476313,Steve Michalek,G,0,0,0,0
8476314,Ryan Tesink,C,0,0,0,0
8476315,Matt Mahalak,G,0,0,0,0
8476316,Laurent Brossoit,G,141,0,1,0
8476317,Matej Stransky,R,0,0,0,0
8476318,Daniil Sobchenko,C,0,0,0,0
8476319,Nathan Lieuwen,G,7,0,0,0
8476320,Daniel Pribyl,C,0,0,0,0
8476321,Sam Jardine,D,0,0,0,0
8476322,Chase Balisy,C,8,0,0,0
8476323,Max McCormick,L,94,8,5,13
8476324,Peter Ceresnak,D,0,0,0,0
8476325,Dennis Robertson,D,0,0,0,0
8476326,Josh Archibald,R,305,45,38,83
8476327,Richard Nedomlel,D,0,0,0,0
8476328,Petr Placek,R,0,0,0,0
8476329,Travis Boyd,C,299,47,71,118
8476330,Adam Wilcox,G,1,0,0,0
8476331,Dylan DeMelo,D,718,23,159,182
8476332,Pathrik Westerholm,R,0,0,0,0
8476333,Lars Volden,G,0,0,0,0
8476334,Frans Tuohimaa,G,0,0,0,0
8476335,Dillon Donnelly,D,0,0,0,0
8476336,Iiro Pakarinen,R,134,10,13,23
8476337,Mitchell Theoret,C,0,0,0,0
8476338,Jordan Fransoo,D,0,0,0,0
8476340,Aaron Harstad,D,0,0,0,0
8476341,Anton Forsberg,G,226,0,2,0
8476342,Patrick Daly,D,0,0,0,0
8476343,Garret Sparks,G,40,0,0,0
8476344,Tyler Graovac,C,84,12,3,15
8476296,Teemu Eronen,D,0,0,0,0
8475980,Brody Sutter,C,12,0,0,0
8476278,Colin Blackwell,C,368,45,61,106
8476279,Jyrki Jokipakka,D,150,3,25,28
8476280,Zac Larraza,L,0,0,0,0
8476281,Brad Navin,C,0,0,0,0
8476282,Colin Sullivan,D,0,0,0,0
8476283,Alex Broadhurst,C,2,0,0,0
8476284,Michael Schumacher,L,0,0,0,0
8476285,Matthew Peca,C,83,6,15,21
8476286,Brent Andrews,C,0,0,0,0
8476287,Max Everson,D,0,0,0,0
8476288,Ryan Dzingel,C,404,87,101,188
8476289,Alexey Marchenko,D,121,4,17,21
8476290,Derek Mathers,R,0,0,0,0
8476291,Garrett Haar,D,0,0,0,0
8476292,Ondrej Palat,L,905,182,338,520
8476293,Scott Wilson,C,193,20,31,51
8476294,Henrik Tommernes,D,0,0,0,0
8476295,Johan Mattsson,G,0,0,0,0
8476855,Nail Yakupov,R,350,62,74,136
8476850,Ryan Murray,D,445,15,116,131
8476851,Alex Galchenyuk,C,654,146,208,354
8476852,Griffin Reinhart,D,37,0,2,2
8476853,Morgan Rielly,D,951,98,451,549
8476854,Hampus Lindholm,D,829,78,261,339
8476856,Mathew Dumba,D,748,85,176,261
8476884,Derrick Pouliot,D,226,8,46,54
8476885,Jacob Trouba,D,906,84,274,358
8476886,Slater Koekkoek,D,186,8,26,34
8476887,Filip Forsberg,L,862,358,398,756
8476888,Mikhail Grigorenko,C,249,26,50,76
8476889,Radek Faksa,C,766,96,136,232
8476878,Zemgus Girgensons,C,844,100,114,214
8476879,Cody Ceci,D,953,53,191,244
8476880,Tom Wilson,R,907,209,248,457
8476881,Tomas Hertl,C,873,276,331,607
8476882,Teuvo Teravainen,C,827,184,368,552
8476883,Andrei Vasilevskiy,G,598,0,24,0
8476872,Scott Laughton,C,745,121,168,289
8476873,Mark Jankowski,L,482,79,66,145
8476874,Olli Maatta,D,804,44,166,210
8476875,Mike Matheson,D,705,81,221,302
8476876,Malcolm Subban,G,87,0,0,0
8476877,Jordan Schmaltz,D,42,0,5,5
8476867,Brendan Gaunce,C,214,15,20,35
8476868,Henrik Samuelsson,C,3,0,0,0
8476869,Brady Skjei,D,773,81,225,306
8476870,Stefan Matteau,C,92,6,5,11
8476871,Tanner Pearson,L,778,157,170,327
8476861,Oscar Dansk,G,6,0,0,0
8476862,Mitchell Moroz,L,0,0,0,0
8476863,Sebastian Collberg,R,0,0,0,0
8476864,Ville Pokka,D,0,0,0,0
8476865,Matthew Finn,D,0,0,0,0
8476866,Nicolas Kerdiles,L,3,0,0,0
8476857,Pontus Aberg,L,132,17,27,44
8476858,Phillip Di Giuseppe,L,302,28,53,81
8476859,Lukas Sutter,C,0,0,0,0
8476860,Dylan Blujus,D,0,0,0,0
8476575,Mitchell Heard,C,0,0,0,0
8476890,Patrick Sieloff,D,2,2,0,2
8476930,Ludwig Bystrom,D,0,0,0,0
8476931,Jake McCabe,D,723,40,160,200
8476932,Anthony Stolarz,G,168,0,5,0
8476933,Raphael Bussieres,L,0,0,0,0
8476934,Brock McGinn,L,534,80,78,158
8476935,Dillon Fournier,D,0,0,0,0
8476924,Martin Frk,R,124,20,21,41
8476925,Colton Sissons,C,756,101,131,232
8476926,Dalton Thrower,D,0,0,0,0
8476927,Teddy Blueger,C,453,58,111,169
8476928,Brian Hart,R,0,0,0,0
8476929,Mike Winther,C,0,0,0,0
8476919,Chris Tierney,C,649,80,168,248
8476920,Samuel Kurker,R,0,0,0,0
8475978,Alexandre Mallet,L,0,0,0,0
8476921,Jordan Martinook,L,797,107,155,262
8476922,Boo Nieves,C,76,5,14,19
8476923,Damon Severson,D,855,81,267,348
8476913,Devin Shore,C,498,52,92,144
8476914,Joonas Korpisalo,G,334,0,3,0
8476915,Jujhar Khaira,L,337,33,47,80
8476916,Tim Bozon,L,0,0,0,0
8476917,Adam Pelech,D,642,30,147,177
8476918,Jimmy Vesey,L,626,101,93,194
8476907,Mackenzie MacEachern,L,131,12,12,24
8476908,John Draeger,D,0,0,0,0
8476909,Daniel Altshuller,G,0,0,0,0
8476910,Scott Kosmachuk,R,8,0,3,3
8476911,Tanner Richard,C,3,0,0,0
8476912,Troy Bourke,L,0,0,0,0
8476901,Justin Kea,C,0,0,0,0
8476902,Esa Lindell,D,766,60,189,249
8476903,Jon Gillies,G,35,0,1,0
8476904,Chris Driedger,G,67,0,2,0
8476905,Chandler Stephenson,C,653,118,252,370
8476906,Shayne Gostisbehere,D,744,117,345,462
8476895,Chris Calnan,R,0,0,0,0
8476896,Jake Paterson,G,0,0,0,0
8476897,Oskar Sundqvist,C,545,67,114,181
8476898,Jarrod Maidens,C,0,0,0,0
8476899,Matt Murray,G,279,0,5,0
8476900,Steven Hodges,C,0,0,0,0
8476891,Matt Grzelcyk,D,596,26,161,187
8476892,Colton Parayko,D,800,81,232,313
8476893,James Melindy,D,0,0,0,0
8476894,Brendan Leipsic,L,187,16,43,59
8476936,Ben Johnson,C,0,0,0,0
8476977,Daniil Zharkov,L,0,0,0,0
8476978,Matia Marcantuoni,C,0,0,0,0
8476979,Erik Gustafsson,D,517,47,193,240
8476980,Brady Vail,C,0,0,0,0
8476981,Josh Anderson,R,688,160,113,273
8476526,Ben Thomson,L,3,0,0,0
8476971,Kevin Roy,C,28,6,1,7
8476972,Adam Gilmour,C,0,0,0,0
8476973,Erik Karlsson,L,0,0,0,0
8476974,Thomas Di Pauli,C,2,0,0,0
8476975,Cedric Paquette,C,448,51,44,95
8476976,Rhett Holland,D,0,0,0,0
8476965,Loic Leduc,D,0,0,0,0
8476966,Gemel Smith,C,91,12,13,25
8476967,Brett Kulak,D,663,29,108,137
8476968,Timothy Boyle,D,0,0,0,0
8476969,Austin Wuthrich,R,0,0,0,0
8476970,Andrew O'Brien,D,0,0,0,0
8476959,Christophe Lalancette,C,0,0,0,0
8476960,Andreas Athanasiou,C,495,128,118,246
8476961,Fredrik Larsson,D,0,0,0,0
8476962,Zach Stepan,C,0,0,0,0
8476963,Sean Maguire,G,0,0,0,0
8476964,Alexander Delnov,L,0,0,0,0
8476953,Trevor Carrick,D,7,0,0,0
8476954,Nicholas Walters,D,0,0,0,0
8476955,Taylor Leier,L,55,2,5,7
8476956,Mikko Vainonen,D,0,0,0,0
8476957,Calle Andersson,D,0,0,0,0
8476958,Jaccob Slavin,D,784,56,251,307
8476947,Nikolai Prokhorkin,L,43,4,10,14
8476948,Charles Hudon,L,134,14,27,41
8476949,Joey Laleggia,D,0,0,0,0
8476950,Ryan Culkin,D,0,0,0,0
8476951,Doyle Somerby,D,0,0,0,0
8476952,Dominic Toninato,C,197,13,23,36
8476942,Brian Cooper,D,0,0,0,0
8476943,Daniel Gunnarsson,D,0,0,0,0
8476944,Brendan Woods,L,7,0,0,0
8476945,Connor Hellebuyck,G,625,0,10,0
8476495,Seth Griffith,C,80,8,11,19
8476946,Michael Clarke,C,0,0,0,0
8476937,Logan Nelson,C,0,0,0,0
8476938,Branden Troock,R,0,0,0,0
8476939,Graham Black,C,0,0,0,0
8476940,Robert Baillargeon,C,0,0,0,0
8476941,Connor Carrick,D,242,13,37,50
8476982,Danny O'Regan,C,30,1,5,6
8475966,Garret Ross,L,0,0,0,0
8477022,Michael McKee,D,0,0,0,0
8477023,Reece Willcox,D,0,0,0,0
8477024,Thomas Spelling,R,0,0,0,0
8477025,Clark Seymour,D,0,0,0,0
8477026,Henri Kiviaho,G,0,0,0,0
8477016,Cody Payne,R,0,0,0,0
8477017,Francois Tremblay,G,0,0,0,0
8477018,Ben Hutton,D,575,30,109,139
8477019,Niklas Tikkinen,D,0,0,0,0
8477020,Travis Brown,D,0,0,0,0
8477021,Alexander Kerfoot,C,639,105,200,305
8476525,Colin Miller,D,590,43,140,183
8477011,Daniel Zaar,R,0,0,0,0
8477012,John McCarron,R,0,0,0,0
8477013,Erik Nystrom,L,0,0,0,0
8477014,Jesse Graham,D,0,0,0,0
8477015,Connor Brown,R,676,125,176,301
8477005,Ryan Rupert,C,0,0,0,0
8477006,Christoph Bertschy,C,9,0,1,1
8477007,Collin Olson,G,0,0,0,0
8477008,Ryan Olsen,C,0,0,0,0
8477009,Jake Dotchin,D,103,3,20,23
8477010,Joseph Blandisi,C,101,10,21,31
8476999,Linus Ullmark,G,340,1,6,0
8477000,Simon Fernholm,D,0,0,0,0
8477001,Coda Gordon,L,0,0,0,0
8477002,Francois Brassard,G,0,0,0,0
8477003,Riley Barber,R,16,0,0,0
8477004,Clifford Watson,D,0,0,0,0
8476994,Vinnie Hinostroza,C,477,65,114,179
8476995,James de Haas,D,0,0,0,0
8476617,Tomas Hyka,R,27,2,5,7
8476996,Max Gortz,R,0,0,0,0
8476997,Anton Zlobin,R,0,0,0,0
8476998,Francis Beauvillier,C,0,0,0,0
8476988,Matt Benning,D,465,17,85,102
8476989,Petteri Lindbohm,D,49,2,2,4
8476990,Wesley Myron,L,0,0,0,0
8476991,Samuel Fejes,L,0,0,0,0
8476992,Marek Mazanec,G,31,0,1,0
8476993,Artur Gavrus,C,0,0,0,0
8476983,Paul LaDue,D,70,5,13,18
8476984,Gianluca Curcuruto,D,0,0,0,0
8476985,Dmitry Sinitsyn,D,0,0,0,0
8476986,Marek Langhamer,G,2,0,0,0
8476987,Jake Bischoff,D,4,0,0,0
8477027,Matthew Deblouw,C,0,0,0,0
8477047,Kenton Helgesen,L,0,0,0,0
8477048,Louis Nanne,L,0,0,0,0
8477049,Brendan Collier,L,0,0,0,0
8477050,Jamie Phillips,G,0,0,0,0
8477051,Brandon Whitney,G,0,0,0,0
8476536,Colin Smith,C,1,0,0,0
8477041,Brady Austin,D,5,0,0,0
8477042,Jonatan Nielsen,D,0,0,0,0
8477043,Christian Djoos,D,155,7,31,38
8477044,Mikael Wikstrand,D,0,0,0,0
8477045,Jaynen Rissling,D,0,0,0,0
8477046,Joakim Ryan,D,145,4,20,24
8477035,Matt Tomkins,G,6,0,0,0
8477036,Rasmus Bodin,L,0,0,0,0
8477037,Valeri Vasiliev,D,0,0,0,0
8477038,Nikita Gusev,L,97,17,37,54
8477039,Sergey Kostenko,G,0,0,0,0
8477040,Judd Peterson,C,0,0,0,0
8477029,Colton Hargrove,L,0,0,0,0
8477030,Tyrel Seaman,C,0,0,0,0
8477031,Matthew Beattie,L,0,0,0,0
8477032,Justin Hache,D,0,0,0,0
8477033,Viktor Loov,D,4,0,2,2
8477034,Jaycob Megna,D,197,4,23,27
8477028,Nick Ebert,D,0,0,0,0
8477492,Nathan MacKinnon,C,950,420,722,1142
8477493,Aleksander Barkov,C,804,286,496,782
8477494,Jonathan Drouin,L,671,111,287,398
8477495,Seth Jones,D,912,106,367,473
8477496,Elias Lindholm,C,969,252,400,652
8477497,Sean Monahan,C,896,276,355,631
8477498,Darnell Nurse,D,798,88,236,324
8477499,Rasmus Ristolainen,D,820,57,261,318
8477500,Bo Horvat,C,881,300,318,618
8477501,Valeri Nichushkin,R,627,154,203,357
8477502,Samuel Morin,L,29,1,0,1
8477503,Max Domi,C,815,150,336,486
8477504,Josh Morrissey,D,739,94,334,428
8477505,Alexander Wennberg,C,869,119,306,425
8477506,Ryan Pulock,D,636,56,185,241
8477507,Nikita Zadorov,D,804,53,137,190
8477508,Curtis Lazar,C,617,51,80,131
8477509,Mirco Mueller,D,185,5,23,28
8477510,Kerby Rychel,L,43,3,11,14
8477511,Anthony Mantha,R,588,179,188,367
8477512,Frederik Gauthier,C,178,13,18,31
8477486,Emile Poirier,L,8,0,1,1
8477444,Andre Burakovsky,L,771,164,256,420
8477445,Hunter Shinkaruk,C,15,2,2,4
8477446,Michael McCarron,C,381,36,43,79
8477447,Shea Theodore,D,634,88,314,402
8477448,Marko Dano,C,141,19,26,45
8477449,Morgan Klimchuk,L,1,0,0,0
8477450,Jason Dickinson,C,566,75,97,172
8477451,Ryan Hartman,R,725,162,185,347
8477452,Ian McCoshen,D,60,4,3,7
8477453,Chris Bigras,D,46,1,3,4
8477454,Adam Erne,L,424,47,52,99
8477455,Jacob de la Rose,L,242,13,25,38
8477456,J.T. Compher,L,658,129,173,302
8477457,Zach Fucale,G,4,0,0,0
8477458,Valentin Zykov,L,55,7,10,17
8477459,Connor Hurley,C,0,0,0,0
8477460,Laurent Dauphin,C,94,8,9,17
8477461,Remi Elie,L,107,7,15,22
8477462,Robert Hagg,D,345,16,47,63
8477463,Steven Santini,D,136,5,19,24
8477464,Nic Petan,C,170,7,28,35
8477465,Tristan Jarry,G,326,1,12,0
8477466,Nick Sorensen,R,5,0,1,1
8477467,Gustav Olofsson,D,63,0,11,11
8477468,Thomas Vannelli,D,0,0,0,0
8477469,Zach Nastasiuk,R,0,0,0,0
8477470,Gabryel Boudreau,L,0,0,0,0
8477471,Dillon Heatherington,D,23,0,2,2
8477472,Carl Dahlstrom,D,67,0,12,12
8477473,Justin Bailey,R,141,10,13,23
8477474,Madison Bowey,D,158,5,35,40
8477475,Philippe Desrosiers,G,0,0,0,0
8477476,Artturi Lehkonen,L,660,165,171,336
8477477,Marco Roy,C,0,0,0,0
8477478,William Carrier,L,526,69,67,136
8477479,Tyler Bertuzzi,L,567,168,197,365
8477480,Eric Comrie,G,102,0,2,0
8477481,Linus Arnesson,D,0,0,0,0
8477482,Zachary Sanford,L,334,49,55,104
8477483,Yan Pavel Laplante,C,0,0,0,0
8477484,Spencer Martin,G,72,0,0,0
8477485,Jonathan-Ismael Diaby,D,0,0,0,0
8477487,Adam Tambellini,L,0,0,0,0
8477488,Brett Pesce,D,736,43,179,222
8477489,Keegan Kanzig,D,0,0,0,0
8477490,Niklas Hansson,D,0,0,0,0
8477491,Nick Baptiste,R,47,7,3,10
8477438,Eamon McAdam,G,0,0,0,0
8477398,Connor Crisp,L,0,0,0,0
8477399,Tyrell Goulbourne,L,11,0,0,0
8477400,Ryan Kujawinski,C,0,0,0,0
8477401,John Hayden,C,272,18,21,39
8477402,Pavel Buchnevich,L,674,202,304,506
8477403,Taylor Cammarata,C,0,0,0,0
8477404,Jake Guentzel,C,681,306,353,659
8477405,Marcus Hogberg,G,58,0,0,0
8477406,Mattias Janmark,C,680,83,138,221
8477407,Anthony Duclair,L,669,165,176,341
8476545,Kurtis Gabriel,R,51,2,3,5
8477409,Carter Verhaeghe,C,488,172,185,357
8477410,Bogdan Yakimov,C,1,0,0,0
8477411,Jimmy Lodge,C,0,0,0,0
8477412,Cole Cassels,C,0,0,0,0
8477413,Sven Andrighetto,R,216,31,52,83
8477414,Keaton Thompson,D,0,0,0,0
8477415,Anton Slepyshev,L,102,10,13,23
8477416,Oliver Bjorkstrand,R,704,184,232,416
8477417,Peter Cehlarik,L,40,5,6,11
8477076,JC Lipon,R,9,0,1,1
8477418,Evan Cowley,G,0,0,0,0
8477419,Mason Geertsen,L,30,0,0,0
8477420,Jackson Houck,R,0,0,0,0
8477058,Felix Girard,C,0,0,0,0
8477421,Kyle Platzer,R,0,0,0,0
8477422,Michael Downing,D,0,0,0,0
8477423,Matt Buckles,C,0,0,0,0
8477424,Juuse Saros,G,467,0,8,0
8477425,Miles Wood,L,567,99,97,196
8477426,Nick Paul,L,537,104,110,214
8477427,Tobias Lindberg,R,6,0,2,2
8477428,Justin Auger,R,2,0,0,0
8477429,Andrew Copp,C,779,123,220,343
8477430,Nick Moutrey,C,0,0,0,0
8477431,Stephon Williams,G,0,0,0,0
8477432,Dylan Labbe,D,0,0,0,0
8477433,Ben Harpur,D,198,2,19,21
8477434,David Pope,L,0,0,0,0
8477435,Ryan Graves,D,455,33,86,119
8477436,Robin Norell,D,0,0,0,0
8477437,Zach Pochiro,L,0,0,0,0
8477439,Aidan Muir,L,0,0,0,0
8477440,Jan Kostalek,D,0,0,0,0
8477441,Jordan Subban,D,0,0,0,0
8477442,Martin Reway,L,0,0,0,0
8477443,Fredrik Bergvik,G,0,0,0,0
8477392,Hudson Fasching,R,175,17,23,40
8477351,Ryan Segalla,D,0,0,0,0
8477352,Ryan Fitzgerald,C,0,0,0,0
8477353,Tyler Motte,C,455,53,46,99
8477354,Christopher Clapperton,L,0,0,0,0
8477355,Will Butcher,D,275,16,98,114
8477356,Kristers Gudlevskis,G,3,0,0,0
8477357,Saku Maenalanen,R,98,8,10,18
