draftYear,overall,round,pickInRound,playerId,name,position,team,teamId,country
2013,33,2,3,8477454,Adam Erne,LW,TBL,14,USA
2013,34,2,4,8477455,Jacob de la Rose,LW,MTL,8,SWE
2013,35,2,5,8477456,J.T. Compher,LW,BUF,7,USA
2013,36,2,6,8477457,Zach Fucale,G,MTL,8,CAN
2013,37,2,7,8477458,Valentin Zykov,LW,LAK,26,RUS
2013,38,2,8,8477459,Connor Hurley,C,BUF,7,USA
2013,39,2,9,8477460,Laurent Dauphin,C,PHX,27,CAN
2013,40,2,10,8477461,Remi Elie,LW,DAL,25,CAN
2013,41,2,11,8477462,Robert Hagg,D,PHI,4,SWE
2013,42,2,12,8477463,Steven Santini,D,NJD,1,USA
2013,43,2,13,8477464,Nic Petan,C,WPG,52,CAN
2013,44,2,14,8477465,Tristan Jarry,G,PIT,5,CAN
2013,45,2,15,8477466,Nick Sorensen,RW,ANA,24,DNK
2013,46,2,16,8477467,Gustav Olofsson,D,MIN,30,SWE
2013,47,2,17,8477468,Thomas Vannelli,D,STL,19,USA
2013,48,2,18,8477469,Zach Nastasiuk,RW,DET,17,CAN
2013,49,2,19,8477470,Gabryel Boudreau,LW,SJS,28,CAN
2013,50,2,20,8477471,Dillon Heatherington,D,CBJ,29,CAN
2013,51,2,21,8477472,Carl Dahlstrom,D,CHI,16,SWE
2013,52,2,22,8477473,Justin Bailey,RW,BUF,7,USA
2013,53,2,23,8477474,Madison Bowey,D,WSH,15,CAN
2013,54,2,24,8477475,Philippe Desrosiers,G,DAL,25,CAN
2013,55,2,25,8477476,Artturi Lehkonen,LW,MTL,8,FIN
2013,56,2,26,8477477,Marco Roy,C,EDM,22,CAN
2013,57,2,27,8477478,William Carrier,LW,STL,19,CAN
2013,58,2,28,8477479,Tyler Bertuzzi,LW,DET,17,CAN
2013,59,2,29,8477480,Eric Comrie,G,WPG,52,CAN
2013,60,2,30,8477481,Linus Arnesson,D,BOS,6,SWE
2013,61,2,31,8477482,Zachary Sanford,LW,WSH,15,USA
2013,62,3,1,8477483,Yan Pavel Laplante,C,PHX,27,CAN
2013,63,3,2,8477484,Spencer Martin,G,COL,21,CAN
2013,64,3,3,8477485,Jonathan-Ismael Diaby,D,NSH,18,CAN
2013,65,3,4,8477487,Adam Tambellini,C,NYR,3,CAN
2013,66,3,5,8477488,Brett Pesce,D,CAR,12,USA
2013,67,3,6,8477489,Keegan Kanzig,D,CGY,20,CAN
2013,68,3,7,8477490,Niklas Hansson,D,DAL,25,SWE
2013,69,3,8,8477491,Nick Baptiste,RW,BUF,7,CAN
2013,70,3,9,8477438,Eamon McAdam,G,NYI,2,USA
2013,71,3,10,8477398,Connor Crisp,LW,MTL,8,CAN
2013,72,3,11,8477399,Tyrell Goulbourne,LW,PHI,4,CAN
2013,73,3,12,8477400,Ryan Kujawinski,C,NJD,1,CAN
2013,74,3,13,8477401,John Hayden,C,CHI,16,USA
2013,75,3,14,8477402,Pavel Buchnevich,LW,NYR,3,RUS
2013,76,3,15,8477403,Taylor Cammarata,C/LW,NYI,2,USA
2013,77,3,16,8477404,Jake Guentzel,C,PIT,5,USA
2013,78,3,17,8477405,Marcus Hogberg,G,OTT,9,SWE
2013,79,3,18,8477406,Mattias Janmark,C,DET,17,SWE
2013,80,3,19,8477407,Anthony Duclair,LW,NYR,3,CAN
2013,81,3,20,8476545,Kurtis Gabriel,RW,MIN,30,CAN
2013,82,3,21,8477409,Carter Verhaeghe,C,TOR,10,CAN
2013,83,3,22,8477410,Bogdan Yakimov,C,EDM,22,RUS
2013,84,3,23,8477411,Jimmy Lodge,C,WPG,52,USA
2013,85,3,24,8477412,Cole Cassels,C,VAN,23,USA
2013,86,3,25,8477413,Sven Andrighetto,RW,MTL,8,CHE
2013,87,3,26,8477414,Keaton Thompson,D,ANA,24,USA
2013,88,3,27,8477415,Anton Slepyshev,LW,EDM,22,RUS
2013,89,3,28,8477416,Oliver Bjorkstrand,RW,CBJ,29,DNK
2013,90,3,29,8477417,Peter Cehlarik,LW,BOS,6,SVK
2013,91,3,30,8477076,JC Lipon,RW,WPG,52,CAN
2013,92,4,1,8477418,Evan Cowley,G,FLA,13,CAN
2013,93,4,2,8477419,Mason Geertsen,D,COL,21,CAN
2013,94,4,3,8477420,Jackson Houck,RW,EDM,22,CAN
2013,95,4,4,8477058,Felix Girard,C,NSH,18,CAN
2013,96,4,5,8477421,Kyle Platzer,C,EDM,22,CAN
2013,97,4,6,8477422,Michael Downing,D,FLA,13,USA
2013,98,4,7,8477423,Matt Buckles,C,FLA,13,CAN
2013,99,4,8,8477424,Juuse Saros,G,NSH,18,FIN
2013,100,4,9,8477425,Miles Wood,LW,NJD,1,USA
2013,101,4,10,8477426,Nick Paul,LW,DAL,25,CAN
2013,102,4,11,8477427,Tobias Lindberg,RW,OTT,9,SWE
2013,103,4,12,8477428,Justin Auger,RW,LAK,26,CAN
2013,104,4,13,8477429,Andrew Copp,C,WPG,52,USA
2013,105,4,14,8477430,Nick Moutrey,C/LW,CBJ,29,CAN
2013,106,4,15,8477431,Stephon Williams,G,NYI,2,USA
2013,107,4,16,8477432,Dylan Labbe,D,MIN,30,CAN
2013,108,4,17,8477433,Ben Harpur,D,OTT,9,CAN
2013,109,4,18,8477434,David Pope,LW,DET,17,CAN
2013,110,4,19,8477435,Ryan Graves,D,NYR,3,CAN
2013,111,4,20,8477436,Robin Norell,D,CHI,16,SWE
2013,112,4,21,8477437,Zach Pochiro,LW,STL,19,USA
2013,113,4,22,8477439,Aidan Muir,LW/RW,EDM,22,CAN
2013,114,4,23,8477440,Jan Kostalek,D,WPG,52,CZE
2013,115,4,24,8477441,Jordan Subban,D,VAN,23,CAN
2013,116,4,25,8477442,Martin Reway,LW,MTL,8,CZE
2013,117,4,26,8477443,Fredrik Bergvik,G,SJS,28,SWE
2013,118,4,27,8477392,Hudson Fasching,RW,LAK,26,USA
2013,119,4,28,8477351,Ryan Segalla,D,PIT,5,USA
2013,120,4,29,8477352,Ryan Fitzgerald,C,BOS,6,USA
2013,121,4,30,8477353,Tyler Motte,C,CHI,16,USA
2013,122,5,1,8477354,Christopher Clapperton,LW,FLA,13,CAN
2013,123,5,2,8477355,Will Butcher,D,COL,21,USA
2013,124,5,3,8477356,Kristers Gudlevskis,G,TBL,14,LVA
2013,125,5,4,8477357,Saku Maenalanen,RW,NSH,18,FIN
2013,126,5,5,8477358,Brent Pedersen,LW,CAR,12,CAN
2013,127,5,6,8477359,Tucker Poolman,D,WPG,52,USA
2013,128,5,7,8477360,Evan Campbell,LW,EDM,22,CAN
2013,129,5,8,8477361,Cal Petersen,G,BUF,7,USA
2013,130,5,9,8477362,Gustav Possler,RW,BUF,7,SWE
2013,131,5,10,8477363,Cole Ully,LW,DAL,25,CAN
2013,132,5,11,8477364,Terrance Amorosa,D,PHI,4,CAN
2013,133,5,12,8477365,Connor Clifton,D,PHX,27,USA
2013,134,5,13,8477366,Luke Johnson,C,CHI,16,USA
2013,135,5,14,8477367,Eric Roy,D,CGY,20,CAN
2013,136,5,15,8477368,Viktor Crus Rydberg,C,NYI,2,SWE
2013,137,5,16,8477369,Carson Soucy,D,MIN,30,CAN
2013,138,5,17,8477370,Vincent Dunn,C,OTT,9,CAN
2013,139,5,18,8477371,Mitch Wheaton,D,DET,17,CAN
2013,140,5,19,8477372,Teemu Kivihalme,D,NSH,18,USA
2013,141,5,20,8477373,Michael Brodzinski,D,SJS,28,USA
2013,142,5,21,8477374,Fabrice Herzog,RW,TOR,10,CHE
2013,143,5,22,8477375,Anthony Florentino,D,BUF,7,USA
2013,144,5,23,8477376,Blake Heinrich,D,WSH,15,USA
2013,145,5,24,8477377,Anton Cederholm,D,VAN,23,SWE
2013,146,5,25,8477378,Patrik Bartosak,G,LAK,26,CZE
2013,147,5,26,8477379,Grant Besse,RW,ANA,24,USA
2013,148,5,27,8477380,Jonny Brodzinski,C,LAK,26,USA
2013,149,5,28,8477381,Matej Paulovic,LW,DAL,25,SVK
2013,150,5,29,8477382,Wiley Sherman,D,BOS,6,USA
2013,151,5,30,8477383,Gage Ausmus,D,SJS,28,USA
2013,152,6,1,8477384,Joshua Brown,D,FLA,13,CAN
2013,153,6,2,8477385,Ben Storm,D,COL,21,USA
2013,154,6,3,8477386,Henri Ikonen,LW,TBL,14,FIN
2013,155,6,4,8477387,Emil Pettersson,C,NSH,18,SWE
2013,156,6,5,8477388,Tyler Ganly,D,CAR,12,CAN
2013,157,6,6,8477389,Tim Harrison,RW,CGY,20,USA
2013,158,6,7,8477390,Ben Betker,D,EDM,22,CAN
2013,159,6,8,8477391,Sean Malone,C,BUF,7,USA
2013,160,6,9,8477393,Myles Bell,LW,NJD,1,CAN
2013,161,6,10,8477394,Chris Leblanc,RW,OTT,9,USA
2013,162,6,11,8477395,Merrick Madsen,G,PHI,4,USA
2013,163,6,12,8477396,Brendan Burke,G,PHX,27,USA
2013,164,6,13,8477397,Dane Birks,D,PIT,5,CAN
2013,165,6,14,8477345,Markus Soberg,RW,CBJ,29,NOR
2013,166,6,15,8476409,Alan Quine,C,NYI,2,CAN
2013,167,6,16,8477308,Avery Peterson,C,MIN,30,USA
2013,168,6,17,8477309,Quentin Shore,C,OTT,9,USA
2013,169,6,18,8477310,Marc McNulty,D,DET,17,CAN
2013,170,6,19,8477084,Mackenzie Skapski,G,NYR,3,CAN
2013,171,6,20,8477311,Tommy Veilleux,LW,NSH,18,CAN
2013,172,6,21,8477312,Antoine Bibeau,G,TOR,10,CAN
2013,173,6,22,8477313,Santeri Saari,D,STL,19,FIN
2013,174,6,23,8477314,Brian Pinho,C,WSH,15,USA
2013,175,6,24,8477315,Mike Williamson,D,VAN,23,CAN
2013,176,6,25,8477316,Jeremy Grégoire,C,MTL,8,CAN
2013,177,6,26,8477317,Miro Aaltonen,C,ANA,24,FIN
2013,178,6,27,8477318,Zachary Leslie,D,LAK,26,CAN
2013,179,6,28,8477319,Blaine Byron,C,PIT,5,CAN
2013,180,6,29,8477320,Anton Blidh,LW,BOS,6,SWE
2013,181,6,30,8477321,Anthony Louis,C,CHI,16,USA
2013,182,7,1,8477322,Aleksi Makela,D,DAL,25,FIN
2013,183,7,2,8477323,Wilhelm Westlund,D,COL,21,SWE
2013,184,7,3,8477324,Saku Salminen,C,TBL,14,FIN
2013,185,7,4,8477325,Wade Murphy,RW,NSH,18,CAN
2013,186,7,5,8477326,Joel Vermin,RW,TBL,14,CHE
2013,187,7,6,8477327,Rushan Rafikov,D,CGY,20,RUS
2013,188,7,7,8477328,Gregory Chase,C/RW,EDM,22,CAN
2013,189,7,8,8477329,Eric Locke,C,BUF,7,USA
2013,190,7,9,8476006,Brenden Kichton,D,WPG,52,CAN
2013,191,7,10,8477330,Dominik Kubalik,LW,LAK,26,CZE
2013,192,7,11,8477331,David Drake,D,PHI,4,USA
2013,193,7,12,8477332,Jedd Soleway,C,PHX,27,CAN
2013,194,7,13,8477333,Marcus Karlstrom,D,WPG,52,SWE
2013,195,7,14,8477334,Peter Quenneville,C/RW,CBJ,29,CAN
2013,196,7,15,8477335,Kyle Burroughs,D,NYI,2,CAN
2013,197,7,16,8477336,Nolan De Jong,D,MIN,30,CAN
2013,198,7,17,8477337,John Gilmour,D,CGY,20,CAN
2013,199,7,18,8477338,Hampus Melen,RW,DET,17,SWE
2013,200,7,19,8477339,Alexandre Belanger,G,MIN,30,CAN
2013,201,7,20,8477340,Jacob Jackson,C,SJS,28,USA
2013,202,7,21,8477341,Andreas Johnsson,LW,TOR,10,SWE
2013,203,7,22,8477342,Janne Juvonen,G,NSH,18,FIN
2013,204,7,23,8477343,Tyler Lewington,D,WSH,15,CAN
2013,205,7,24,8477344,Miles Liberati,D,VAN,23,USA
2013,206,7,25,8477346,MacKenzie Weegar,D,FLA,13,CAN
2013,207,7,26,8477347,Emil Galimov,LW,SJS,28,RUS
2013,208,7,27,8477348,Anthony Brodeur,G,NJD,1,USA
2013,209,7,28,8477349,Troy Josephs,C,PIT,5,CAN
2013,210,7,29,8477350,Mitchell Dempsey,LW,BOS,6,CAN
2013,211,7,30,8477307,Robin Press,D,CHI,16,SWE
2014,1,1,1,8477932,Aaron Ekblad,D,FLA,13,CAN
2014,2,1,2,8477933,Sam Reinhart,C,BUF,7,CAN
2014,3,1,3,8477934,Leon Draisaitl,C,EDM,22,DEU
2014,4,1,4,8477935,Sam Bennett,C,CGY,20,CAN
2014,5,1,5,8477936,Michael Dal Colle,LW,NYI,2,CAN
2014,6,1,6,8477937,Jake Virtanen,RW,VAN,23,CAN
2014,7,1,7,8477938,Haydn Fleury,D,CAR,12,CAN
2014,8,1,8,8477939,William Nylander,C/RW,TOR,10,CAN
2014,9,1,9,8477940,Nikolaj Ehlers,LW,WPG,52,DNK
2014,10,1,10,8477941,Nick Ritchie,LW,ANA,24,CAN
2014,11,1,11,8477942,Kevin Fiala,LW,NSH,18,CHE
2014,12,1,12,8477943,Brendan Perlini,LW,ARI,53,GBR
2014,13,1,13,8477944,Jakub Vrana,LW/RW,WSH,15,CZE
2014,14,1,14,8477945,Julius Honka,D,DAL,25,FIN
2014,15,1,15,8477946,Dylan Larkin,C,DET,17,USA
2014,16,1,16,8477947,Sonny Milano,LW,CBJ,29,USA
2014,17,1,17,8477948,Travis Sanheim,D,PHI,4,CAN
2014,18,1,18,8477949,Alex Tuch,RW,MIN,30,USA
2014,19,1,19,8477950,Tony DeAngelo,D,TBL,14,USA
2014,20,1,20,8477951,Nick Schmaltz,C,CHI,16,USA
2014,21,1,21,8477952,Robby Fabbri,C,STL,19,CAN
2014,22,1,22,8477953,Kasperi Kapanen,RW,PIT,5,FIN
2014,23,1,23,8477954,Conner Bleackley,C,COL,21,CAN
2014,24,1,24,8477955,Jared McCann,C,VAN,23,CAN
2014,25,1,25,8477956,David Pastrnak,RW,BOS,6,CZE
2014,26,1,26,8477957,Nikita Scherbak,RW,MTL,8,RUS
2014,27,1,27,8477958,Nikolay Goldobin,RW,SJS,28,RUS
2014,28,1,28,8477959,Joshua Ho-Sang,C/RW,NYI,2,CAN
2014,29,1,29,8477960,Adrian Kempe,LW,LAK,26,SWE
2014,30,1,30,8477961,John Quenneville,C,NJD,1,CAN
2014,31,2,1,8477962,Brendan Lemieux,LW,BUF,7,USA
2014,32,2,2,8477963,Jayce Hawryluk,C,FLA,13,CAN
2014,33,2,3,8477964,Ivan Barbashev,C/LW,STL,19,RUS
2014,34,2,4,8477965,Mason McDonald,G,CGY,20,CAN
2014,35,2,5,8477966,Dominik Masin,D,TBL,14,CZE
2014,36,2,6,8477967,Thatcher Demko,G,VAN,23,USA
2014,37,2,7,8477968,Alex Nedeljkovic,G,CAR,12,USA
2014,38,2,8,8477969,Marcus Pettersson,D,ANA,24,SWE
2014,39,2,9,8477970,Vitek Vanecek,G,WSH,15,CZE
2014,40,2,10,8477971,Andreas Englund,D,OTT,9,SWE
2014,41,2,11,8477972,Josh Jacobs,D,NJD,1,USA
2014,42,2,12,8477973,Vladislav Kamenev,LW,NSH,18,RUS
2014,43,2,13,8477974,Ryan MacInnis,C,ARI,53,USA
2014,44,2,14,8477975,Eric Cornel,C,BUF,7,CAN
2014,45,2,15,8477976,Brett Pollock,LW,DAL,25,CAN
2014,46,2,16,8477977,Julius Bergman,D,SJS,28,SWE
2014,47,2,17,8477978,Ryan Collins,D,CBJ,29,USA
2014,48,2,18,8477979,Nicolas Aube-Kubel,RW,PHI,4,CAN
2014,49,2,19,8477980,Vaclav Karabacek,RW,BUF,7,CZE
2014,50,2,20,8477981,Roland McKeown,D,LAK,26,CAN
2014,51,2,21,8477982,Jack Dougherty,D,NSH,18,USA
2014,52,2,22,8477983,Maxim Letunov,C,STL,19,RUS
2014,53,2,23,8477984,Noah Rod,RW,SJS,28,CHE
2014,54,2,24,8477985,Hunter Smith,RW,CGY,20,CAN
2014,55,2,25,8477986,Brandon Montour,D,ANA,24,CAN
2014,56,2,26,8477987,Ryan Donato,C,BOS,6,USA
2014,57,2,27,8477988,Johnathan MacLeod,D,TBL,14,USA
2014,58,2,28,8477989,Christian Dvorak,LW,ARI,53,USA
2014,59,2,29,8477990,Brandon Halverson,G,NYR,3,USA
2014,60,2,30,8477991,Alex Lintuniemi,D,LAK,26,FIN
2014,61,3,1,8477992,Jonas Johansson,G,BUF,7,SWE
2014,62,3,2,8477993,Justin Kirkland,LW,NSH,18,CAN
2014,63,3,3,8477994,Dominic Turgeon,C,DET,17,CAN
2014,64,3,4,8477995,Brandon Hickey,D,CGY,20,CAN
2014,65,3,5,8477996,Juho Lammikko,RW,FLA,13,FIN
2014,66,3,6,8477997,Nikita Tryamkin,D,VAN,23,RUS
2014,67,3,7,8477998,Warren Foegele,LW,CAR,12,CAN
2014,68,3,8,8477642,Rinat Valiev,D,TOR,10,RUS
2014,69,3,9,8478000,Jack Glover,D,WPG,52,USA
2014,70,3,10,8478001,Miles Gendron,D,OTT,9,USA
2014,71,3,11,8478002,Connor Chatham,RW,NJD,1,USA
2014,72,3,12,8478003,Alex Schoenborn,RW,SJS,28,USA
2014,73,3,13,8478004,Brett Lernout,D,MTL,8,CAN
2014,74,3,14,8478005,Brycen Martin,D,BUF,7,CAN
2014,75,3,15,8478006,Alexander Peters,D,DAL,25,CAN
2014,76,3,16,8478007,Elvis Merzlikins,G,CBJ,29,LVA
2014,77,3,17,8478008,Blake Siebenaler,D,CBJ,29,USA
2014,78,3,18,8478009,Ilya Sorokin,G,NYI,2,RUS
2014,79,3,19,8478010,Brayden Point,C,TBL,14,CAN
2014,80,3,20,8478011,Louie Belpedio,D,MIN,30,USA
2014,81,3,21,8478012,Dylan Sadowy,LW,SJS,28,CAN
2014,82,3,22,8478013,Jake Walman,D,STL,19,CAN
2014,83,3,23,8478014,Matheson Iacopelli,RW,CHI,16,USA
2014,84,3,24,8478015,Kyle Wood,D,COL,21,CAN
2014,85,3,25,8478016,Keegan Iverson,C/RW,NYR,3,USA
2014,86,3,26,8478017,Mark Friedman,D,PHI,4,CAN
2014,87,3,27,8478018,Anton Karlsson,RW,ARI,53,SWE
2014,88,3,28,8478019,Beau Starrett,C/LW,CHI,16,USA
2014,89,3,29,8477573,Nathan Walker,LW,WSH,15,GBR
2014,90,3,30,8478020,Michael Amadio,C,LAK,26,CAN
2014,91,4,1,8478021,William Lagesson,D,EDM,22,SWE
2014,92,4,2,8478022,Joe Wegwerth,RW,FLA,13,USA
2014,93,4,3,8478023,Nick Magyar,RW,COL,21,USA
2014,94,4,4,8478024,Ville Husso,G,STL,19,FIN
2014,95,4,5,8478025,Linus Soderstrom,G,NYI,2,SWE
2014,96,4,6,8478026,Josh Wesley,D,CAR,12,USA
2014,97,4,7,8478027,Lucas Wallmark,C,CAR,12,SWE
2014,98,4,8,8478028,Fredrik Olofsson,LW,CHI,16,SWE
2014,99,4,9,8478029,Chase De Leo,C,WPG,52,USA
2014,100,4,10,8478030,Shane Eiserman,C/LW,OTT,9,USA
2014,101,4,11,8478031,Nelson Nogier,D,WPG,52,CAN
2014,102,4,12,8478032,Alexis Vanier,D,SJS,28,CAN
2014,103,4,13,8478033,John Piccinich,RW,TOR,10,USA
2014,104,4,14,8478034,Ryan Mantha,RW,NYR,3,USA
2014,105,4,15,8478035,Michael Prapavessis,D,DAL,25,CAN
2014,106,4,16,8478036,Christoffer Ehn,C,DET,17,SWE
2014,107,4,17,8478037,Julien Pelletier,LW,CBJ,29,CAN
2014,108,4,18,8478038,Devon Toews,D,NYI,2,CAN
2014,109,4,19,8478039,Kaapo Kahkonen,G,MIN,30,FIN
2014,110,4,20,8478040,Austin Poganski,RW,STL,19,USA
2014,111,4,21,8478041,Zachary Nagelvoort,G,EDM,22,USA
2014,112,4,22,8478042,Viktor Arvidsson,LW,NSH,18,SWE
2014,113,4,23,8478043,Sam Lafferty,C/LW,PIT,5,USA
2014,114,4,24,8478044,Alexis Pepin,LW,COL,21,CAN
2014,115,4,25,8478045,Brent Moran,G,DAL,25,CAN
2014,116,4,26,8478046,Danton Heinen,C/LW,BOS,6,CAN
2014,117,4,27,8478047,Michael Bunting,LW,ARI,53,CAN
2014,118,4,28,8478048,Igor Shesterkin,G,NYR,3,RUS
2014,119,4,29,8478049,Ben Thomas,D,TBL,14,CAN
2014,120,4,30,8478050,Steven Johnson,D,LAK,26,USA
2014,121,5,1,8478051,Max Willman,C,BUF,7,USA
2014,122,5,2,8477561,Richard Nejezchleb,LW,NYR,3,CZE
2014,123,5,3,8478052,Matthew Berkovitz,D,ANA,24,USA
2014,124,5,4,8478053,Jaedon Descheneau,RW,STL,19,CAN
2014,125,5,5,8478054,Nikolas Koberstein,D,MTL,8,CAN
2014,126,5,6,8478055,Gustav Forsling,D,VAN,23,SWE
2014,127,5,7,8478056,Clark Bishop,C,CAR,12,CAN
2014,128,5,8,8478057,Dakota Joshua,C,TOR,10,USA
2014,129,5,9,8478058,CJ Suess,LW,WPG,52,USA
2014,130,5,10,8478059,Liam Coughlin,C/LW,EDM,22,USA
2014,131,5,11,8478060,Ryan Rehill,D,NJD,1,CAN
2014,132,5,12,8478061,Joonas Lyytinen,D,NSH,18,FIN
2014,133,5,13,8478062,Dysin Mayo,D,ARI,53,CAN
2014,134,5,14,8478063,Shane Gersich,C/LW,WSH,15,USA
2014,135,5,15,8478064,Miro Karjalainen,D,DAL,25,FIN
2014,136,5,16,8478065,Chase Perry,G,DET,17,USA
2014,137,5,17,8478066,Tyler Bird,RW,CBJ,29,USA
2014,138,5,18,8478067,Oskar Lindblom,LW,PHI,4,SWE
2014,139,5,19,8478068,Tanner Faith,D,MIN,30,CAN
2014,140,5,20,8478069,Daniel Walcott,D,NYR,3,CAN
2014,141,5,21,8478070,Luc Snuggerud,D,CHI,16,USA
2014,142,5,22,8478071,Tyler Nanne,D,NYR,3,USA
2014,143,5,23,8478072,Miguel Fidler,LW,FLA,13,USA
2014,144,5,24,8478073,Anton Lindholm,D,COL,21,SWE
2014,145,5,25,8478074,Anthony Angello,C,PIT,5,USA
2014,146,5,26,8478075,Anders Bjork,LW,BOS,6,USA
2014,147,5,27,8478076,Daniel Audette,C,MTL,8,CAN
2014,148,5,28,8478077,Andreas Soderberg,D,CHI,16,SWE
2014,149,5,29,8478078,Rourke Chartier,C,SJS,28,CAN
2014,150,5,30,8478079,Alec Dillon,G,LAK,26,CAN
2014,151,6,1,8478080,Christopher Brown,C,BUF,7,USA
2014,152,6,2,8478081,Joey Dudek,C,NJD,1,USA
2014,153,6,3,8478082,Tyler Vesel,C,EDM,22,USA
2014,154,6,4,8478083,Aaron Haydon,D,DAL,25,USA
2014,155,6,5,8478084,Kyle Schempp,C,NYI,2,USA
2014,156,6,6,8478085,Kyle Pettit,C,VAN,23,CAN
2014,157,6,7,8478086,Jake Marchment,C,LAK,26,CAN
2014,158,6,8,8478087,Nolan Vesey,LW,TOR,10,USA
2014,159,6,9,8478088,Steven Spinner,RW,WSH,15,USA
2014,160,6,10,8478089,Pontus Sjalin,D,MIN,30,SWE
2014,161,6,11,8477631,Brandon Baddock,LW,NJD,1,CAN
2014,162,6,12,8478090,Aaron Irving,D,NSH,18,CAN
2014,163,6,13,8478091,David Westlund,D,ARI,53,SWE
2014,164,6,14,8478092,Pavel Kraskovsky,C,WPG,52,RUS
2014,165,6,15,8478093,John Nyberg,LW,DAL,25,SWE
2014,166,6,16,8478094,Julius Vahatalo,LW,DET,17,FIN
2014,167,6,17,8478095,Chase Lang,C,MIN,30,CAN
2014,168,6,18,8478096,Radel Fazleev,C,PHI,4,RUS
2014,169,6,19,8478097,Reid Duke,C,MIN,30,CAN
2014,170,6,20,8478098,Cristiano Digiacinto,LW,TBL,14,CAN
2014,171,6,21,8478099,Kevin Labanc,RW,SJS,28,USA
2014,172,6,22,8478100,C.J. Yakimowicz,RW,STL,19,USA
2014,173,6,23,8478101,Jaden Lindo,RW,PIT,5,CAN
2014,174,6,24,8478102,Maximilian Pajpach,G,COL,21,SVK
2014,175,6,25,8478103,Adam Ollas Mattsson,D,CGY,20,SWE
2014,176,6,26,8478104,Sammy Blais,LW,STL,19,CAN
2014,177,6,27,8478105,Hayden Hawkey,G,MTL,8,USA
2014,178,6,28,8478106,Dylan Sikura,C,CHI,16,CAN
2014,179,6,29,8478107,Ivan Nalimov,G,CHI,16,RUS
2014,180,6,30,8478108,Matthew Mistele,LW,LAK,26,CAN
2014,181,7,1,8478109,Victor Olofsson,RW,BUF,7,SWE
2014,182,7,2,8478110,Hugo Fagerblom,G,FLA,13,SWE
2014,183,7,3,8478111,Keven Bouchard,G,EDM,22,CAN
2014,184,7,4,8477610,Austin Carroll,RW,CGY,20,USA
2014,185,7,5,8478112,Cameron Darcy,C,TBL,14,USA
2014,186,7,6,8478113,MacKenze Stewart,D,VAN,23,CAN
2014,187,7,7,8478114,Kyle Jenkins,D,CAR,12,CAN
2014,188,7,8,8478115,Pierre Engvall,LW,TOR,10,SWE
2014,189,7,9,8478116,Kelly Summers,D,OTT,9,CAN
2014,190,7,10,8478117,Francis Perron,LW,OTT,9,CAN
2014,191,7,11,8478118,Jared Fiegl,LW,ARI,53,USA
2014,192,7,12,8478119,Matt Ustaski,C/LW,WPG,52,USA
2014,193,7,13,8478120,Edgars Kulda,LW,ARI,53,LVA
2014,194,7,14,8478121,Kevin Elgestal,RW,WSH,15,SWE
2014,195,7,15,8478122,Patrick Sanvido,D,DAL,25,CAN
2014,196,7,16,8478123,Axel Holmstrom,C,DET,17,SWE
2014,197,7,17,8478124,Olivier Leblanc,D,CBJ,29,CAN
2014,198,7,18,8478125,Jesper Pettersson,D,PHI,4,SWE
2014,199,7,19,8478126,Pavel Jenys,C,MIN,30,CZE
2014,200,7,20,8476859,Lukas Sutter,C,NYI,2,CAN
2014,201,7,21,8478127,Alexander Kadeykin,C,DET,17,RUS
2014,202,7,22,8478128,Dwyer Tschantz,RW,STL,19,USA
2014,203,7,23,8478129,Jeff Taylor,D,PIT,5,USA
2014,204,7,24,8478130,Julien Nantel,C/LW,COL,21,CAN
2014,205,7,25,8478131,Ondrej Kase,RW,ANA,24,CZE
2014,206,7,26,8478132,Emil Johansson,D,BOS,6,SWE
2014,207,7,27,8478133,Jake Evans,C/RW,MTL,8,CAN
2014,208,7,28,8478134,Jack Ramsey,RW,CHI,16,USA
2014,209,7,29,8478135,Spencer Watson,RW,LAK,26,CAN
2014,210,7,30,8478136,Jake Middleton,D,LAK,26,CAN
2015,1,1,1,8478402,Connor McDavid,C,EDM,22,CAN
2015,2,1,2,8478403,Jack Eichel,C,BUF,7,USA
2015,3,1,3,8478440,Dylan Strome,C,ARI,53,CAN
2015,4,1,4,8478483,Mitch Marner,C,TOR,10,CAN
2015,5,1,5,8478396,Noah Hanifin,D,CAR,12,USA
2015,6,1,6,8478401,Pavel Zacha,C,NJD,1,CZE
2015,7,1,7,8478500,Ivan Provorov,D,PHI,4,RUS
2015,8,1,8,8478460,Zach Werenski,D,CBJ,29,USA
2015,9,1,9,8478414,Timo Meier,RW,SJS,28,CHE
2015,10,1,10,8478420,Mikko Rantanen,RW,COL,21,FIN
2015,11,1,11,8478474,Lawson Crouse,LW,FLA,13,CAN
2015,12,1,12,8478495,Denis Gurianov,RW,DAL,25,RUS
2015,13,1,13,8478415,Jakub Zboril,D,BOS,6,CZE
2015,14,1,14,8478498,Jake DeBrusk,LW,BOS,6,CAN
2015,15,1,15,8478485,Zach Senyshyn,RW,BOS,6,CAN
2015,16,1,16,8478445,Mathew Barzal,C,NYI,2,CAN
2015,17,1,17,8478398,Kyle Connor,LW,WPG,52,USA
2015,18,1,18,8478469,Thomas Chabot,D,OTT,9,CAN
2015,19,1,19,8478431,Evgeny Svechnikov,LW,DET,17,RUS
2015,20,1,20,8478493,Joel Eriksson Ek,C,MIN,30,SWE
2015,21,1,21,8478400,Colin White,C,OTT,9,USA
