draftYear,overall,round,pickInRound,playerId,name,position,team,teamId,country,name_c,position_c,gp,goals,assists,points,is_goalie,franchise,bin,exp_gp,exp_pts,surplus_gp,surplus_pts
2006,169,6,16,8473502,Chris Auger,C,CHI,16,CAN,Chris Auger,C,0,0.0,0.0,0,False,CHI,"(150, 180]",82.92665422091831,42.6543148369595,-82.92665422091831,-42.6543148369595
2006,170,6,17,8473557,Alexander Bumagin,F,EDM,22,RUS,Alexander Bumagin,L,0,0.0,0.0,0,False,EDM,"(150, 180]",82.91363700693962,42.65417201160911,-82.91363700693962,-42.65417201160911
2006,171,6,18,8473452,Brian Day,RW,NYI,2,USA,Brian Day,R,0,0.0,0.0,0,False,NYI,"(150, 180]",82.9012174951592,42.65403940597316,-82.9012174951592,-42.65403940597316
2006,172,6,19,8473494,Petteri Wirtanen,C,ANA,24,FIN,Petteri Wirtanen,C,3,1.0,0.0,1,False,ANA,"(150, 180]",82.88936824130836,42.653916288790974,-79.88936824130836,-41.653916288790974
2006,173,6,20,8473619,Stefan Ridderwall,G,NYI,2,SWE,Stefan Ridderwall,G,0,0.0,0.0,0,True,NYI,"(150, 180]",82.87806306125748,42.653801981126435,-82.87806306125748,
2006,174,6,21,8471441,Eric Hunter,C,NYR,3,CAN,Eric Hunter,C,0,0.0,0.0,0,False,NYR,"(150, 180]",82.86727697315509,42.65369585262398,-82.86727697315509,-42.65369585262398
2006,175,6,22,8473597,Michael Dupont,G,PHI,4,CHE,Michael Dupont,G,0,0.0,0.0,0,True,PHI,"(150, 180]",82.85698614222369,42.65359731803246,-82.85698614222369,
2006,176,6,23,8473547,Ryan Flynn,RW,NSH,18,USA,Ryan Flynn,R,0,0.0,0.0,0,False,NSH,"(150, 180]",82.8471678280904,42.65350583397773,-82.8471678280904,-42.65350583397773
2006,177,6,24,8473618,Mathieu Perreault,C,WSH,15,CAN,Mathieu Perreault,C,708,143.0,209.0,352,False,WSH,"(150, 180]",82.83780033453596,42.65342089596622,625.1621996654641,309.34657910403376
2006,178,6,25,8473538,Tony Romano,C,NJD,1,USA,Tony Romano,C,0,0.0,0.0,0,False,NJD,"(150, 180]",82.82886296155098,42.653342035602826,-82.82886296155098,-42.653342035602826
2006,179,6,26,8473606,Jordan Fulton,C,CGY,20,USA,Jordan Fulton,C,0,0.0,0.0,0,False,CGY,"(150, 180]",82.82033595959383,42.65326881800799,-82.82033595959383,-42.65326881800799
2006,180,6,27,8473463,Leo Komarov,C,TOR,10,EST,Leo Komarov,R,491,63.0,107.0,170,False,TOR,"(150, 180]",82.81220048594854,42.65320083941945,408.18779951405145,127.34679916058056
2006,181,6,28,8473570,Kevin Koopman,D,OTT,9,CAN,Kevin Koopman,D,0,0.0,0.0,0,False,OTT,"(180, 211]",82.80443856308683,42.65313772496576,-82.80443856308683,-42.65313772496576
2006,182,6,29,8473569,Jan Mursak,LW,DET,17,SVN,Jan Mursak,L,46,2.0,2.0,4,False,DET,"(180, 211]",82.79703303894182,42.65307912659897,-36.79703303894182,-38.65307912659897
2006,183,6,30,8473475,Nick Dodge,RW,CAR,12,CAN,Nick Dodge,R,0,0.0,0.0,0,False,CAR,"(180, 211]",82.78996754900598,42.653024721175335,-82.78996754900598,-42.653024721175335
2006,184,7,1,8473590,Alexander Hellstrom,D,STL,19,SWE,Alexander Hellstrom,D,0,0.0,0.0,0,False,STL,"(180, 211]",82.78322648016925,42.652974208673314,-82.78322648016925,-42.652974208673314
2006,185,7,2,8473621,Timo Seppanen,D,PIT,5,FIN,Timo Seppanen,D,0,0.0,0.0,0,False,PIT,"(180, 211]",82.7767949362177,42.652927310539084,-82.7767949362177,-42.652927310539084
2006,186,7,3,8473505,Peter LeBlanc,F,CHI,16,CAN,Peter LeBlanc,C,1,0.0,0.0,0,False,CHI,"(180, 211]",82.77065870491634,42.65288376815045,-81.77065870491634,-42.65288376815045
2006,187,7,4,8473423,Devin Didiomete,LW,CGY,20,CAN,Devin Didiomete,L,0,0.0,0.0,0,False,CGY,"(180, 211]",82.76480422660329,42.652843341390636,-82.76480422660329,-42.652843341390636
2006,188,7,5,8473594,Chris Frank,D,PHX,27,USA,Chris Frank,D,0,0.0,0.0,0,False,UTA,"(180, 211]",82.75921856422605,42.65280580732417,-82.75921856422605,-42.65280580732417
2006,189,7,6,8473432,Derek Dorsett,RW,CBJ,29,CAN,Derek Dorsett,R,515,51.0,76.0,127,False,CBJ,"(180, 211]",82.7538893747536,42.652770958967494,432.2461106252464,84.3472290410325
2006,190,7,7,8473617,Troy Mattila,LW,NYI,2,USA,Troy Mattila,L,0,0.0,0.0,0,False,NYI,"(180, 211]",82.74880488190117,42.65273860414752,-82.74880488190117,-42.65273860414752
2006,191,7,8,8473442,Nick Oslund,RW,DET,17,USA,Nick Oslund,R,0,0.0,0.0,0,False,DET,"(180, 211]",82.7439538501073,42.65270856444192,-82.7439538501073,-42.65270856444192
2006,192,7,9,8473613,Chris Hickey,C,MIN,30,USA,Chris Hickey,C,0,0.0,0.0,0,False,MIN,"(180, 211]",82.73932555970585,42.65268067419517,-82.73932555970585,-42.65268067419517
2006,193,7,10,8473420,Marc Cheverie,G,FLA,13,CAN,Marc Cheverie,G,0,0.0,0.0,0,True,FLA,"(180, 211]",82.73490978323798,42.652654779605044,-82.73490978323798,
2006,194,7,11,8471925,Matt Marquardt,LW,CBJ,29,CAN,Matt Marquardt,L,0,0.0,0.0,0,False,CBJ,"(180, 211]",82.73069676285189,42.65263073787449,-82.73069676285189,-42.65263073787449
2006,195,7,12,8473486,Jesse Martin,C,ATL,11,CAN,Jesse Martin,C,0,0.0,0.0,0,False,WPG,"(180, 211]",82.72667718874011,42.65260841642412,-82.72667718874011,-42.65260841642412
2006,196,7,13,8473600,Benn Ferriero,F,PHX,27,USA,Benn Ferriero,R,98,14.0,9.0,23,False,UTA,"(180, 211]",82.72284217856702,42.652587692161156,15.27715782143298,-19.652587692161156
2006,197,7,14,8473516,Evan Fuller,RW,VAN,23,CAN,Evan Fuller,R,0,0.0,0.0,0,False,VAN,"(180, 211]",82.71918325784091,42.652568450800544,-82.71918325784091,-42.652568450800544
2006,198,7,15,8473469,Denis Kazionov,LW,TBL,14,RUS,Denis Kazionov,L,0,0.0,0.0,0,False,TBL,"(180, 211]",82.71569234118732,42.65255058623481,-82.71569234118732,-42.65255058623481
2006,199,7,16,8473572,Cameron Cepek,D,MTL,8,USA,Cameron Cepek,D,0,0.0,0.0,0,False,MTL,"(180, 211]",82.71236171448218,42.65253399994888,-82.71236171448218,-42.65253399994888
2006,200,7,17,8473459,Arturs Kulda,D,ATL,11,LVA,Arturs Kulda,D,15,0.0,2.0,2,False,WPG,"(180, 211]",82.70918401780544,42.65251860047681,-67.70918401780544,-40.65251860047681
2006,201,7,18,8473585,Billy Sauer,G,COL,21,USA,Billy Sauer,G,0,0.0,0.0,0,True,COL,"(180, 211]",82.70615222917723,42.65250430289742,-82.70615222917723,
2006,202,7,19,8473562,John McCarthy,LW,SJS,28,USA,John McCarthy,C,88,3.0,3.0,6,False,SJS,"(180, 211]",82.703259649041,42.65249102836595,5.2967403509589985,-36.65249102836595
2006,203,7,20,8473437,Jay Barriball,F,SJS,28,USA,Jay Barriball,L,0,0.0,0.0,0,False,SJS,"(180, 211]",82.70049988545898,42.652478703679314,-82.70049988545898,-42.652478703679314
2006,204,7,21,8473578,Lukas Zeliska,C,NYR,3,SVK,Lukas Zeliska,C,0,0.0,0.0,0,False,NYR,"(180, 211]",82.69786683998748,42.652467260872385,-82.69786683998748,-42.652467260872385
2006,205,7,22,8473559,Andrei Popov,RW,PHI,4,RUS,Andrei Popov,R,0,0.0,0.0,0,False,PHI,"(180, 211]",82.69535469420074,42.652456636843205,-82.69535469420074,-42.652456636843205
2006,206,7,23,8473517,Viktor Sjodin,F,NSH,18,SWE,Viktor Sjodin,R,0,0.0,0.0,0,False,NSH,"(180, 211]",82.69295789683352,42.65244677300502,-82.69295789683352,-42.65244677300502
2006,207,7,24,8473567,Benjamin Breault,C,BUF,7,CAN,Benjamin Breault,C,0,0.0,0.0,0,False,BUF,"(180, 211]",82.69067115151412,42.65243761496317,-82.69067115151412,-42.65243761496317
2006,208,7,25,8473509,Kyle Henegan,D,NJD,1,CAN,Kyle Henegan,D,0,0.0,0.0,0,False,NJD,"(180, 211]",82.68848940506057,42.65242911221517,-82.68848940506057,-42.65242911221517
2006,209,7,26,8473545,Per Jonsson,F,CGY,20,SWE,Per Jonsson,L,0,0.0,0.0,0,False,CGY,"(180, 211]",82.68640783631426,42.65242121787215,-82.68640783631426,-42.65242121787215
2006,210,7,27,8473440,Will O'Neill,D,ATL,11,USA,Will O'Neill,D,1,0.0,0.0,0,False,WPG,"(180, 211]",82.68442184548637,42.652413888400375,-81.68442184548637,-42.652413888400375
2006,211,7,28,8473588,Erik Condra,RW,OTT,9,USA,Erik Condra,R,372,40.0,59.0,99,False,OTT,"(180, 211]",82.68252704399328,42.65240708338107,289.3174729560067,56.34759291661893
2006,212,7,29,8473409,Logan Pyett,D,DET,17,CAN,Logan Pyett,D,0,0.0,0.0,0,False,DET,"(211, 300]",82.68071924475883,42.65240076528761,-82.68071924475883,-42.65240076528761
2006,213,7,30,8473535,Justin Krueger,D,CAR,12,DEU,Justin Krueger,D,0,0.0,0.0,0,False,CAR,"(211, 300]",82.67899445296194,42.652394899278534,-82.67899445296194,-42.652394899278534
2007,1,1,1,8474141,Patrick Kane,RW,CHI,16,USA,Patrick Kane,R,1369,508.0,892.0,1400,False,CHI,,844.7618549404874,563.9056503589592,524.2381450595126,836.0943496410408
2007,2,1,2,8474037,James van Riemsdyk,LW,PHI,4,USA,James van Riemsdyk,L,1154,342.0,354.0,696,False,PHI,"(1, 2]",809.7681901837298,526.6079284397246,344.23180981627024,169.39207156027544
2007,3,1,3,8474068,Kyle Turris,C,PHX,27,CAN,Kyle Turris,C,776,168.0,257.0,425,False,UTA,"(2, 3]",776.3813047565832,491.9790049263708,-0.38130475658317664,-66.9790049263708
2007,4,1,4,8474066,Thomas Hickey,D,LAK,26,CAN,Thomas Hickey,D,456,22.0,95.0,117,False,LAK,"(3, 4]",744.5274213101472,459.82791681727923,-288.52742131014725,-342.82791681727923
2007,5,1,5,8473991,Karl Alzner,D,WSH,15,CAN,Karl Alzner,D,686,20.0,110.0,130,False,WSH,"(4, 5]",714.1361500778175,429.977365263173,-28.136150077817547,-299.977365263173
2007,6,1,6,8474040,Sam Gagner,F,EDM,22,CAN,Sam Gagner,C,1043,197.0,332.0,529,False,EDM,"(5, 6]",685.1403333300681,402.26273784338173,357.8596666699319,126.73726215661827
2007,7,1,7,8474161,Jakub Voracek,RW,CBJ,29,CZE,Jakub Voracek,R,1058,223.0,583.0,806,False,CBJ,"(6, 8]",657.4758969712924,376.5312008020775,400.5241030287076,429.4687991979225
2007,8,1,8,8474045,Zach Hamill,C,BOS,6,CAN,Zach Hamill,C,20,0.0,4.0,4,False,BOS,"(6, 8]",631.0817089507688,352.6408562385712,-611.0817089507688,-348.6408562385712
2007,9,1,9,8474053,Logan Couture,C,SJS,28,CAN,Logan Couture,C,933,323.0,378.0,701,False,SJS,"(8, 10]",605.8994441748678,330.45995960395163,327.10055582513223,370.54004039604837
2007,10,1,10,8474184,Keaton Ellerby,D,FLA,13,CAN,Keaton Ellerby,D,212,4.0,23.0,27,False,FLA,"(8, 10]",581.8734556219907,309.8661931889113,-369.87345562199073,-282.8661931889113
2007,11,1,11,8474091,Brandon Sutter,F,CAR,12,USA,Brandon Sutter,C,770,152.0,137.0,289,False,CAR,"(10, 12]",558.9506513754325,290.7459915963702,211.04934862456753,-1.7459915963701746
2007,12,1,12,8474151,Ryan McDonagh,D,MTL,8,USA,Ryan McDonagh,D,1058,86.0,355.0,441,False,MTL,"(10, 12]",537.0803773024388,272.99391547918094,520.9196226975612,168.00608452081906
2007,13,1,13,8474189,Lars Eller,F,STL,19,DNK,Lars Eller,C,1184,193.0,246.0,439,False,STL,"(12, 15]",516.2143051202067,256.5120700893594,667.7856948797933,182.48792991064062
2007,14,1,14,8474031,Kevin Shattenkirk,D,COL,21,USA,Kevin Shattenkirk,D,952,103.0,381.0,484,False,COL,"(12, 15]",496.30632560147916,241.20956543240027,455.69367439852084,242.79043456759973
2007,15,1,15,8474046,Alex Plante,D,EDM,22,CAN,Alex Plante,D,10,0.0,2.0,2,False,EDM,"(12, 15]",477.3124466837421,227.00201504967026,-467.3124466837421,-225.00201504967026
2007,16,1,16,8474121,Colton Gillies,C,MIN,30,CAN,Colton Gillies,C,154,6.0,12.0,18,False,MIN,"(15, 20]",459.19069625687024,213.81107066488858,-305.19069625687024,-195.81107066488858
2007,17,1,17,8474193,Alexei Cherepanov,RW,NYR,3,RUS,Alexei Cherepanov,R,0,0.0,0.0,0,False,NYR,"(15, 20]",441.90102941440335,201.5639901284781,-441.90102941440335,-201.5639901284781
2007,18,1,18,8474013,Ian Cole,D,STL,19,USA,Ian Cole,D,990,38.0,195.0,233,False,STL,"(15, 20]",425.4052399634998,190.1932362771945,564.5947600365002,42.8067637228055
2007,19,1,19,8474122,Logan MacMillan,C,ANA,24,CAN,Logan Macmillan,C,0,0.0,0.0,0,False,ANA,"(15, 20]",409.6668759980253,179.63610449692322,-409.6668759980253,-179.63610449692322
2007,20,1,20,8474185,Angelo Esposito,C,PIT,5,CAN,Angelo Esposito,C,0,0.0,0.0,0,False,PIT,"(15, 20]",394.651159348212,169.83437693482028,-394.651159348212,-169.83437693482028
2007,21,1,21,8474062,Riley Nash,C,EDM,22,CAN,Riley Nash,C,628,63.0,113.0,176,False,EDM,"(20, 25]",380.324908728891,160.7340014539319,247.675091271109,15.26599854606809
2007,22,1,22,8474157,Max Pacioretty,LW,MTL,8,USA,Max Pacioretty,L,939,335.0,346.0,681,False,MTL,"(20, 25]",366.6564664164723,152.28479355987108,572.3435335835277,528.7152064401289
2007,23,1,23,8474164,Jonathon Blum,D,NSH,18,USA,Jonathon Blum,D,110,7.0,17.0,24,False,NSH,"(20, 25]",353.6156282926471,144.44015965581036,-243.6156282926471,-120.44015965581036
2007,24,1,24,8474150,Mikael Backlund,C,CGY,20,SWE,Mikael Backlund,C,1148,232.0,374.0,606,False,CGY,"(20, 25]",341.17357710022264,137.15684009966634,806.8264228997773,468.84315990033366
2007,25,1,25,8474158,Patrick White,C,VAN,23,USA,Patrick White,C,0,0.0,0.0,0,False,VAN,"(20, 25]",329.30281876360266,130.3946706465514,-329.30281876360266,-130.3946706465514
2007,26,1,26,8474102,David Perron,LW,STL,19,CAN,David Perron,L,1239,332.0,480.0,812,False,STL,"(25, 31]",317.97712163319443,124.11636096095384,921.0228783668056,687.8836390390461
2007,27,1,27,8474090,Brendan Smith,D,DET,17,CAN,Brendan Smith,D,741,39.0,107.0,146,False,DET,"(25, 31]",307.17145851948806,118.28728897724142,433.82854148051194,27.712711022758583
2007,28,1,28,8474032,Nick Petrecki,D,SJS,28,USA,Nick Petrecki,D,1,0.0,0.0,0,False,SJS,"(25, 31]",296.86195138871545,112.87530997447791,-295.86195138871545,-112.87530997447791
2007,29,1,29,8474024,Jim O'Brien,C,OTT,9,USA,Jim O'Brien,C,77,8.0,5.0,13,False,OTT,"(25, 31]",287.0258185978798,107.85057931268578,-210.02581859787978,-94.85057931268578
2007,30,1,30,8474041,Nick Ross,D,PHX,27,CAN,Nick Ross,D,0,0.0,0.0,0,False,UTA,"(25, 31]",277.6413245525565,103.18538785302533,-277.6413245525565,-103.18538785302533
2007,31,2,1,8474113,TJ Brennan,D,BUF,7,USA,TJ Brennan,D,53,5.0,8.0,13,False,BUF,"(25, 31]",268.6877316762219,98.85400915430591,-215.68773167622192,-85.85400915430591
2007,32,2,2,8474050,Brett MacLean,LW,PHX,27,CAN,Brett MacLean,L,18,2.0,3.0,5,False,UTA,"(31, 40]",260.14525458497144,94.83255760318657,-242.14525458497144,-89.83255760318657
2007,33,2,3,8474108,Taylor Ellington,D,VAN,23,CAN,Taylor Ellington,D,0,0.0,0.0,0,False,VAN,"(31, 40]",251.99501636636575,91.09885669571764,-251.99501636636575,-91.09885669571764
2007,34,2,4,8473683,Josh Godfrey,D,WSH,15,CAN,Josh Godfrey,D,0,0.0,0.0,0,False,WSH,"(31, 40]",244.21900686578914,87.63231674385521,-244.21900686578914,-87.63231674385521
2007,35,2,5,8474019,Tommy Cross,D,BOS,6,USA,Tommy Cross,D,3,0.0,1.0,1,False,BOS,"(31, 40]",236.80004288814456,84.41382133255445,-233.80004288814456,-83.41382133255445
2007,36,2,6,8474097,Joel Gistedt,G,PHX,27,SWE,Joel Gistedt,G,0,0.0,0.0,0,True,UTA,"(31, 40]",229.72173022693886,81.42562190130346,-229.72173022693886,
2007,37,2,7,8474187,Stefan Legein,RW,CBJ,29,CAN,Stefan Legein,R,0,0.0,0.0,0,False,CBJ,"(31, 40]",222.96842743685136,78.65123986876237,-222.96842743685136,-78.65123986876237
2007,38,2,8,8474035,Bill Sweatt,LW,CHI,16,USA,Bill Sweatt,L,3,0.0,0.0,0,False,CHI,"(31, 40]",216.5252112697325,76.07537576076862,-213.5252112697325,-76.07537576076862
2007,39,2,9,8474173,Simon Hjalmarsson,RW,STL,19,SWE,Simon Hjalmarsson,R,0,0.0,0.0,0,False,STL,"(31, 40]",210.3778436976523,73.68382484059008,-210.3778436976523,-73.68382484059008
2007,40,2,10,8474153,Michal Repik,RW,FLA,13,CZE,Michal Repik,R,72,9.0,11.0,20,False,FLA,"(31, 40]",204.51274045012914,71.46339877616482,-132.51274045012914,-51.46339877616482
2007,41,2,11,8474163,Kevin Marshall,D,PHI,4,CAN,Kevin Marshall,D,10,0.0,0.0,0,False,PHI,"(40, 50]",198.91694099601142,69.40185291235734,-188.91694099601142,-69.40185291235734
2007,42,2,12,8474025,Eric Tangradi,C,ANA,24,USA,Eric Tangradi,L,150,5.0,11.0,16,False,ANA,"(40, 50]",193.57807990368076,67.48781874717034,-43.57807990368076,-51.48781874717034
2007,43,2,13,8474056,P.K. Subban,D,MTL,8,CAN,P.K. Subban,D,834,115.0,352.0,467,False,MTL,"(40, 50]",188.48435951628767,65.71074123954845,645.5156404837123,401.28925876045156
2007,44,2,14,8474030,Aaron Palushaj,RW,STL,19,USA,Aaron Palushaj,R,68,3.0,11.0,14,False,STL,"(40, 50]",183.62452388163973,64.06082060305499,-115.62452388163973,-50.06082060305499
2007,45,2,15,8474002,Colby Cohen,D,COL,21,USA,Colby Cohen,D,3,0.0,0.0,0,False,COL,"(40, 50]",178.98783387913235,62.528958264439325,-175.98783387913235,-62.528958264439325
2007,46,2,16,8474017,Theo Ruth,D,WSH,15,USA,Theo Ruth,D,0,0.0,0.0,0,False,WSH,"(40, 50]",174.56404348875844,61.106706689080966,-174.56404348875844,-61.106706689080966
2007,47,2,17,8474095,Dana Tyrell,F,TBL,14,CAN,Dana Tyrell,C,135,7.0,17.0,24,False,TBL,"(40, 50]",170.34337714975766,59.786222796620166,-35.34337714975766,-35.786222796620166
2007,48,2,18,8474105,Antoine Lafleur,G,NYR,3,CAN,Antoine Lafleur,G,0,0.0,0.0,0,True,NYR,"(40, 50]",166.31650815887204,58.560224709882874,-166.31650815887204,
2007,49,2,19,8474083,Trevor Cann,G,COL,21,CAN,Trevor Cann,G,0,0.0,0.0,0,True,COL,"(40, 50]",162.474538060474,57.42195159859,-162.474538060474,
2007,50,2,20,8474020,Nico Sacchetti,C,DAL,25,USA,Nico Sacchetti,C,0,0.0,0.0,0,False,DAL,"(40, 50]",158.8089769830231,56.365126396406794,-158.8089769830231,-56.365126396406794
2007,51,2,21,8474148,Keven Veilleux,C,PIT,5,CAN,Keven Veilleux,C,0,0.0,0.0,0,False,PIT,"(50, 65]",155.3117248783995,55.38392118573376,-155.3117248783995,-55.38392118573376
2007,52,2,22,8474114,Oscar Moller,C,LAK,26,SWE,Oscar Moller,R,87,12.0,14.0,26,False,LAK,"(50, 65]",151.97505362265838,54.472925059351624,-64.97505362265838,-28.472925059351624
2007,53,2,23,8474175,Will Weber,D,CBJ,29,USA,Will Weber,D,0,0.0,0.0,0,False,CBJ,"(50, 65]",148.79158993865056,53.627114281691775,-148.79158993865056,-53.627114281691775
2007,54,2,24,8474092,Jeremy Smith,G,NSH,18,USA,Jeremy Smith,G,10,0.0,0.0,0,True,NSH,"(50, 65]",145.7542991027736,52.8418245851849,-135.7542991027736,
2007,55,2,25,8474001,TJ Galiardi,F,COL,21,CAN,TJ Galiardi,L,321,44.0,61.0,105,False,COL,"(50, 65]",142.85646939984818,52.11272544891468,178.14353060015182,52.88727455108532
2007,56,2,26,8474049,Akim Aliu,F,CHI,16,NGA,Akim Aliu,R,7,2.0,1.0,3,False,CHI,"(50, 65]",140.0916972917691,51.43579621773465,-133.0916972917691,-48.43579621773465
2007,57,2,27,8474023,Mike Hoeffel,F,NJD,1,USA,Mike Hoeffel,L,0,0.0,0.0,0,False,NJD,"(50, 65]",137.45387326715675,50.80730393015615,-137.45387326715675,-50.80730393015615
2007,58,2,28,8474096,Nick Spaling,C,NSH,18,CAN,Nick Spaling,C,437,52.0,72.0,124,False,NSH,"(50, 65]",134.93716834074,50.22378273273779,302.06283165926004,73.77621726726221
2007,59,2,29,8473996,Drew Schiestel,D,BUF,7,CAN,Drew Schiestel,D,0,0.0,0.0,0,False,BUF,"(50, 65]",132.53602117263767,49.68201476745624,-132.53602117263767,-49.68201476745624
2007,60,2,30,8474101,Ruslan Bashkirov,LW,OTT,9,RUS,Ruslan Bashkirov,L,0,0.0,0.0,0,False,OTT,"(50, 65]",130.2451257790745,49.179012426660584,-130.2451257790745,-49.179012426660584
2007,61,2,31,8474190,Wayne Simmonds,RW,LAK,26,CAN,Wayne Simmonds,R,1037,263.0,263.0,526,False,LAK,"(50, 65]",128.05941980737566,48.71200187775444,908.9405801926243,477.28799812224554
2007,62,3,1,8474063,Mark Katic,D,NYI,2,CAN,Mark Katic,D,11,0.0,1.0,1,False,NYI,"(50, 65]",125.97407334933011,48.278407766751634,-114.97407334933011,-47.278407766751634
2007,63,3,2,8474139,Maxime Macenauer,C,ANA,24,CAN,Maxime Macenauer,C,29,1.0,3.0,4,False,ANA,"(50, 65]",123.98447826820251,47.875839016352614,-94.98447826820251,-43.875839016352614
2007,64,3,3,8474170,Sergei Korostin,RW,DAL,25,RUS,Sergei Korostin,R,0,0.0,0.0,0,False,DAL,"(50, 65]",122.08623801580958,47.50207564022413,-122.08623801580958,-47.50207564022413
2007,65,3,4,8474119,Olivier Fortier,C,MTL,8,CAN,Olivier Fortier,C,0,0.0,0.0,0,False,MTL,"(50, 65]",120.27515791715824,47.15505650076909,-120.27515791715824,-47.15505650076909
2007,66,3,5,8474084,Garrett Klotz,LW,PHI,4,CAN,Garrett Klotz,L,0,0.0,0.0,0,False,PHI,"(65, 80]",118.54723590117729,46.832867942875936,-118.54723590117729,-46.832867942875936
2007,67,3,6,8474146,Spencer Machacek,RW,ATL,11,CAN,Spencer Machacek,R,25,2.0,7.0,9,False,WPG,"(65, 80]",116.89865365705954,46.53373324096787,-91.89865365705954,-37.53373324096787
2007,68,3,7,8474099,Jake Hansen,F,CBJ,29,USA,Jake Hansen,R,0,0.0,0.0,0,False,CBJ,"(65, 80]",115.32576819667179,46.25600280115723,-115.32576819667179,-46.25600280115723
2007,69,3,8,8474109,Maxime Tanguay,C,CHI,16,CAN,Maxime Tanguay,C,0,0.0,0.0,0,False,CHI,"(65, 80]",113.82510380438777,45.99814506447404,-113.82510380438777,-45.99814506447404
2007,70,3,9,8474076,John Negrin,D,CGY,20,CAN,John Negrin,D,3,0.0,1.0,1,False,CGY,"(65, 80]",112.39334435655485,45.75873806100437,-109.39334435655485,-44.75873806100437
2007,71,3,10,8474149,Evgenii Dadonov,RW,FLA,13,RUS,Evgenii Dadonov,L,641,164.0,198.0,362,False,FLA,"(65, 80]",111.02732599362243,45.53646156836322,529.9726740063776,316.4635384316368
2007,72,3,11,8474137,Drayson Bowman,F,CAR,12,USA,Drayson Bowman,L,179,15.0,18.0,33,False,CAR,"(65, 80]",109.72403012873889,45.33008983125943,69.27596987126111,-12.330089831259428
2007,73,3,12,8474134,Yannick Weber,D,MTL,8,CHE,Yannick Weber,D,499,28.0,66.0,94,False,MTL,"(65, 80]",108.48057677736796,45.13848480200428,390.51942322263204,48.86151519799572
2007,74,3,13,8474054,Dale Mitchell,RW,TOR,10,CAN,Dale Mitchell,R,0,0.0,0.0,0,False,TOR,"(65, 80]",107.29421819318438,44.960589864688316,-107.29421819318438,-44.960589864688316
2007,75,3,14,8474156,Luca Cunti,F,TBL,14,CHE,Luca Cunti,C,0,0.0,0.0,0,False,TBL,"(65, 80]",106.16233279618547,44.795424008417875,-106.16233279618547,-44.795424008417875
2007,76,3,15,8474132,Jason Gregoire,LW,NYI,2,CAN,Jason Gregoire,L,0,0.0,0.0,0,False,NYI,"(65, 80]",105.08241937960153,44.64207641747942,-105.08241937960153,-44.64207641747942
2007,77,3,16,8473986,Alex Killorn,C,TBL,14,CAN,Alex Killorn,L,1032,250.0,322.0,572,False,TBL,"(65, 80]",104.05209158280329,44.49970144859892,927.9479084171967,527.5002985514011
2007,78,3,17,8474145,Robert Bortuzzo,D,PIT,5,CAN,Robert Bortuzzo,D,577,20.0,56.0,76,False,PIT,"(65, 80]",103.06907261799299,44.36751396759794,473.930927382007,31.632486032402063
2007,79,3,18,8473999,Nick Palmieri,RW,NJD,1,USA,Nick Palmieri,R,87,13.0,12.0,25,False,NJD,"(65, 80]",102.13119023902618,44.24478501973033,-15.131190239026182,-19.24478501973033
2007,80,3,19,8474015,Casey Pierro-Zabotel,C,PIT,5,CAN,Casey Pierro-Zabotel,C,0,0.0,0.0,0,False,PIT,"(65, 80]",101.23637194124682,44.13083780982339,-101.23637194124682,-44.13083780982339
2007,81,3,20,8474143,Ryan Thang,LW,NSH,18,USA,Ryan Thang,L,1,0.0,0.0,0,False,NSH,"(80, 100]",100.38264038172775,44.02504397005559,-99.38264038172775,-44.02504397005559
2007,82,3,21,8474188,Bryan Cameron,F,LAK,26,CAN,Bryan Cameron,C,0,0.0,0.0,0,False,LAK,"(80, 100]",99.56810900979711,43.92682009478953,-99.56810900979711,-43.92682009478953
2007,83,3,22,8474194,Timo Pielmeier,G,SJS,28,DEU,Timo Pielmeier,G,1,0.0,0.0,0,True,SJS,"(80, 100]",98.79097789819461,43.835624523351164,-97.79097789819461,
2007,84,3,23,8474160,Phil Desimone,C,WSH,15,USA,Phil Desimone,C,0,0.0,0.0,0,False,WSH,"(80, 100]",98.0495297656456,43.750954353013846,-98.0495297656456,-43.750954353013846
2007,85,3,24,8474087,Brett Sonne,F,STL,19,CAN,Brett Sonne,C,0,0.0,0.0,0,False,STL,"(80, 100]",97.34212618206395,43.672342665715014,-97.34212618206395,-43.672342665715014
2007,86,3,25,8474007,Josh Unice,G,CHI,16,USA,Josh Unice,G,0,0.0,0.0,0,True,CHI,"(80, 100]",96.66720394799776,43.59935595321225,-96.66720394799776,
2007,87,3,26,8474196,Corbin McPherson,D,NJD,1,USA,Corbin McPherson,D,0,0.0,0.0,0,False,NJD,"(80, 100]",96.02327164031772,43.53159172647953,-96.02327164031772,-43.53159172647953
2007,88,3,27,8474168,Joakim Andersson,C,DET,17,SWE,Joakim Andersson,C,205,15.0,21.0,36,False,DET,"(80, 100]",95.40890631651433,43.468676296160474,109.59109368348567,-7.468676296160474
2007,89,3,28,8474130,Corey Tropp,RW,BUF,7,USA,Corey Tropp,R,149,6.0,21.0,27,False,BUF,"(80, 100]",94.822750370322,43.410262711838996,54.177249629678,-16.410262711838996
2007,90,3,29,8474129,Louie Caporusso,F,OTT,9,CAN,Louie Caporusso,C,0,0.0,0.0,0,False,OTT,"(80, 100]",94.26350853172075,43.35602884876314,-94.26350853172075,-43.35602884876314
