GEO,Generation status (4),"Highest certificate, diploma or degree (16)",Age (15B),Gender (3),Income statistics (17),Arab[7],Black[5],Chinese[4],Filipino[6],Japanese[12],Korean[11],Latin American[8],Multiple visible minorities[14],Not a visible minority[15],South Asian[3],Southeast Asian[9],Total - Visible minority[1],Total visible minority population[2],"Visible minority, n.i.e.[13]",West Asian[10]
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,Total - Income statistics,512025.0,1144105.0,1455200.0,781555.0,80550.0,183195.0,495585.0,220955.0,22614005.0,2083385.0,324255.0,30335915.0,7721915.0,142120.0,298990.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,Median total income ($),31200.0,37200.0,32800.0,40800.0,39200.0,31000.0,36000.0,35200.0,43200.0,34400.0,33200.0,41200.0,35200.0,37200.0,30800.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,Average total income ($),44760.0,44640.0,49320.0,45400.0,54150.0,43120.0,44840.0,47440.0,57050.0,47800.0,42840.0,54450.0,46560.0,47280.0,43640.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,Median after-tax income ($),29600.0,34400.0,30600.0,36800.0,35600.0,29200.0,33200.0,32800.0,38400.0,32000.0,30800.0,36800.0,32400.0,34000.0,29200.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,Median employment income ($),24200.0,31000.0,34400.0,37200.0,35200.0,28000.0,32400.0,32800.0,39600.0,31000.0,29200.0,37200.0,32000.0,36400.0,24000.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,Average employment income ($),42080.0,39240.0,50320.0,41280.0,51450.0,41840.0,41760.0,44880.0,52550.0,45360.0,39600.0,50280.0,43920.0,45320.0,40600.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,"Median wages, salaries and commissions ($)",28400.0,33200.0,39200.0,38000.0,37600.0,30400.0,34800.0,35600.0,42000.0,33200.0,31800.0,40000.0,34800.0,39600.0,29200.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,Total - Income statistics,508969.0,1139734.0,1451833.0,778424.0,79377.0,181967.0,492306.0,218695.0,22605044.0,2078248.0,321073.0,30335222.0,7713131.0,139937.0,296445.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,Median total income ($),31042.0,37075.0,32690.0,40677.0,38654.0,30784.0,35804.0,34854.0,43174.0,34315.0,32972.0,41180.0,35162.0,36797.0,30598.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,Average total income ($),42743.0,44518.0,49122.0,45275.0,53213.0,42664.0,44585.0,47024.0,56952.0,47588.0,42547.0,54367.0,46379.0,46763.0,43204.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,Median after-tax income ($),29450.0,34293.0,30502.0,36703.0,35087.0,29000.0,33027.0,32539.0,38380.0,31923.0,30582.0,36784.0,32367.0,33662.0,29029.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,Median employment income ($),23862.0,30798.0,34211.0,37055.0,34279.0,27381.0,32101.0,32217.0,39573.0,30884.0,28809.0,37184.0,31937.0,35683.0,23711.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,Average employment income ($),39351.0,39097.0,50096.0,41123.0,50309.0,41290.0,41481.0,44416.0,52424.0,45097.0,39233.0,50181.0,43704.0,44729.0,40103.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,"Median wages, salaries and commissions ($)",28046.0,33021.0,38980.0,37835.0,36362.0,29675.0,34450.0,35054.0,41969.0,33061.0,31389.0,39981.0,34743.0,38952.0,28666.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,Total - Income statistics,515100.0,1148493.0,1458575.0,784698.0,81740.0,184431.0,498886.0,223238.0,22622969.0,2088535.0,327469.0,30336608.0,7730709.0,144337.0,301557.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,Median total income ($),31358.0,37325.0,32910.0,40923.0,39746.0,31216.0,36196.0,35546.0,43226.0,34485.0,33428.0,41220.0,35238.0,37603.0,31002.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,Average total income ($),46777.0,44762.0,49518.0,45525.0,55087.0,43576.0,45095.0,47856.0,57148.0,48012.0,43133.0,54533.0,46741.0,47797.0,44076.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,Median after-tax income ($),29750.0,34507.0,30698.0,36897.0,36113.0,29400.0,33373.0,33061.0,38420.0,32077.0,31018.0,36816.0,32433.0,34338.0,29371.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,Median employment income ($),24538.0,31202.0,34589.0,37345.0,36121.0,28619.0,32699.0,33383.0,39627.0,31116.0,29591.0,37216.0,32063.0,37117.0,24289.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,Average employment income ($),44809.0,39383.0,50544.0,41437.0,52591.0,42390.0,42039.0,45344.0,52676.0,45623.0,39967.0,50379.0,44136.0,45911.0,41097.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Total - Gender,"Median wages, salaries and commissions ($)",28754.0,33379.0,39420.0,38165.0,38838.0,31125.0,35150.0,36146.0,42031.0,33339.0,32211.0,40019.0,34857.0,40248.0,29734.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Total - Income statistics,269595.0,549560.0,674360.0,337180.0,32655.0,83745.0,238030.0,104505.0,11131005.0,1073140.0,149865.0,14861245.0,3730245.0,67640.0,149970.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Median total income ($),33200.0,36800.0,34800.0,43200.0,48000.0,34800.0,40000.0,37200.0,49200.0,38400.0,35600.0,46400.0,37600.0,40000.0,32400.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Average total income ($),51750.0,45880.0,54950.0,47760.0,67500.0,49520.0,50720.0,51900.0,66200.0,54900.0,46680.0,62650.0,51750.0,51900.0,49200.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Median after-tax income ($),31200.0,33600.0,32000.0,38000.0,42400.0,32400.0,36000.0,34000.0,43200.0,35200.0,32400.0,40800.0,34400.0,36400.0,30600.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Median employment income ($),29200.0,33600.0,39200.0,41600.0,46400.0,34800.0,38800.0,37200.0,46000.0,36000.0,36000.0,43200.0,36400.0,40800.0,28200.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Average employment income ($),48880.0,42200.0,57100.0,45200.0,65800.0,48600.0,48480.0,50200.0,60900.0,52150.0,45200.0,58050.0,49760.0,50440.0,46280.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,"Median wages, salaries and commissions ($)",35200.0,36400.0,45200.0,42000.0,49600.0,37600.0,41200.0,40400.0,48800.0,39200.0,38800.0,46400.0,40000.0,44800.0,36000.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Total - Income statistics,267778.0,547010.0,672235.0,334937.0,32050.0,83045.0,235901.0,103320.0,11125832.0,1070028.0,147962.0,14860461.0,3725065.0,66429.0,148672.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Median total income ($),32907.0,36641.0,34602.0,43027.0,46713.0,34307.0,39662.0,36679.0,49169.0,38258.0,35233.0,46368.0,37523.0,39291.0,32158.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Average total income ($),48002.0,45674.0,54596.0,47544.0,65809.0,48897.0,50296.0,51061.0,66011.0,54546.0,46232.0,62487.0,51387.0,51110.0,48475.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Median after-tax income ($),30972.0,33463.0,31821.0,37871.0,41602.0,31907.0,35715.0,33641.0,43172.0,35079.0,32092.0,40774.0,34340.0,35952.0,30321.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Median employment income ($),28736.0,33356.0,38874.0,41325.0,44995.0,33977.0,38380.0,36516.0,45954.0,35856.0,35422.0,43151.0,36290.0,39716.0,27491.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Average employment income ($),44317.0,41984.0,56689.0,44921.0,63661.0,47850.0,48036.0,49483.0,60660.0,51718.0,44638.0,57852.0,49340.0,49617.0,45473.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,"Median wages, salaries and commissions ($)",34683.0,36172.0,44821.0,41747.0,47930.0,36810.0,40772.0,39667.0,48743.0,38966.0,38173.0,46347.0,39886.0,43830.0,35422.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Total - Income statistics,271424.0,552122.0,676492.0,339438.0,33272.0,84451.0,240178.0,105703.0,11136180.0,1076261.0,151792.0,14862029.0,3735433.0,68873.0,151279.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Median total income ($),33493.0,36959.0,34998.0,43373.0,49287.0,35293.0,40338.0,37721.0,49231.0,38542.0,35967.0,46432.0,37677.0,40709.0,32642.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Average total income ($),55498.0,46086.0,55304.0,47976.0,69191.0,50143.0,51144.0,52739.0,66389.0,55254.0,47128.0,62813.0,52113.0,52690.0,49925.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Median after-tax income ($),31428.0,33737.0,32179.0,38129.0,43198.0,32893.0,36285.0,34359.0,43228.0,35321.0,32708.0,40826.0,34460.0,36848.0,30879.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Median employment income ($),29664.0,33844.0,39526.0,41875.0,47805.0,35623.0,39220.0,37884.0,46046.0,36144.0,36578.0,43249.0,36510.0,41884.0,28909.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Average employment income ($),53443.0,42416.0,57511.0,45479.0,67939.0,49350.0,48924.0,50917.0,61140.0,52582.0,45762.0,58248.0,50180.0,51263.0,47087.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Men+,"Median wages, salaries and commissions ($)",35717.0,36628.0,45579.0,42253.0,51270.0,38390.0,41628.0,41133.0,48857.0,39434.0,39427.0,46453.0,40114.0,45770.0,36578.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Total - Income statistics,242430.0,594540.0,780840.0,444380.0,47895.0,99450.0,257550.0,116450.0,11483000.0,1010245.0,174390.0,15474670.0,3991670.0,74475.0,149025.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Median total income ($),29000.0,37600.0,31400.0,39600.0,34800.0,28200.0,32800.0,34000.0,38400.0,31200.0,31600.0,36800.0,33200.0,34800.0,29200.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Average total income ($),36840.0,43480.0,44520.0,43680.0,45040.0,37680.0,39360.0,43440.0,48200.0,40160.0,39560.0,46560.0,41720.0,43120.0,38040.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Median after-tax income ($),27800.0,34800.0,29600.0,36000.0,32400.0,26800.0,30800.0,31800.0,34800.0,29400.0,29600.0,33600.0,31000.0,32400.0,27800.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Median employment income ($),19600.0,28400.0,30000.0,34000.0,28600.0,22800.0,26800.0,29400.0,33600.0,26000.0,24000.0,32000.0,27800.0,32800.0,20000.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Average employment income ($),32560.0,36360.0,44040.0,38160.0,41080.0,35520.0,34840.0,39840.0,43440.0,37080.0,34520.0,42000.0,37880.0,40200.0,34000.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,"Median wages, salaries and commissions ($)",21200.0,30000.0,34800.0,34800.0,31000.0,24600.0,29000.0,31400.0,36000.0,27800.0,26200.0,34400.0,30000.0,34800.0,23200.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Total - Income statistics,240624.0,591634.0,778694.0,442561.0,46987.0,98487.0,255582.0,114922.0,11477308.0,1007215.0,172637.0,15473845.0,3986001.0,73263.0,147495.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Median total income ($),28792.0,37419.0,31270.0,39460.0,34148.0,27878.0,32525.0,33609.0,38366.0,31081.0,31386.0,36770.0,33148.0,34262.0,28907.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Average total income ($),36587.0,43319.0,44294.0,43509.0,44217.0,36979.0,39050.0,43086.0,48132.0,39973.0,39248.0,46508.0,41647.0,42460.0,37657.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Median after-tax income ($),27598.0,34657.0,29470.0,35883.0,31862.0,26454.0,30604.0,31450.0,34770.0,29303.0,29427.0,33576.0,30950.0,31952.0,27529.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Median employment income ($),19225.0,28127.0,29792.0,33817.0,27557.0,22067.0,26413.0,28683.0,33549.0,25840.0,23605.0,31958.0,27692.0,32132.0,19568.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Average employment income ($),32169.0,36146.0,43739.0,37979.0,40004.0,34664.0,34506.0,39270.0,43354.0,36874.0,34137.0,41938.0,37790.0,39418.0,33422.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,"Median wages, salaries and commissions ($)",20748.0,29729.0,34480.0,34617.0,30030.0,23720.0,28662.0,30593.0,35945.0,27625.0,25736.0,34354.0,29943.0,33863.0,22524.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Total - Income statistics,244250.0,597460.0,782992.0,446207.0,48820.0,100422.0,259533.0,117998.0,11488695.0,1013285.0,176161.0,15475495.0,3997347.0,75707.0,150571.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Median total income ($),29208.0,37781.0,31530.0,39740.0,35452.0,28522.0,33075.0,34391.0,38434.0,31319.0,31814.0,36830.0,33252.0,35338.0,29493.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Average total income ($),37093.0,43641.0,44746.0,43851.0,45863.0,38381.0,39670.0,43794.0,48268.0,40347.0,39872.0,46612.0,41793.0,43780.0,38423.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Median after-tax income ($),28002.0,34943.0,29730.0,36117.0,32938.0,27146.0,30996.0,32150.0,34830.0,29497.0,29773.0,33624.0,31050.0,32848.0,28071.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Median employment income ($),19975.0,28673.0,30208.0,34183.0,29643.0,23533.0,27187.0,30117.0,33651.0,26160.0,24395.0,32042.0,27908.0,33468.0,20432.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Average employment income ($),32951.0,36574.0,44341.0,38341.0,42156.0,36376.0,35174.0,40410.0,43526.0,37286.0,34903.0,42062.0,37970.0,40982.0,34578.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",Total - Age,Women+,"Median wages, salaries and commissions ($)",21652.0,30271.0,35120.0,34983.0,31970.0,25480.0,29338.0,32207.0,36055.0,27975.0,26664.0,34446.0,30057.0,35737.0,23876.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Total - Income statistics,310165.0,661755.0,735500.0,456515.0,42220.0,107740.0,315435.0,116940.0,10009565.0,1212885.0,176385.0,14405895.0,4396325.0,77320.0,183470.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Median total income ($),39200.0,45600.0,46400.0,47600.0,45600.0,39200.0,43200.0,47600.0,54400.0,44000.0,42400.0,51200.0,44400.0,46400.0,37600.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Average total income ($),52700.0,51950.0,61300.0,52550.0,60100.0,51450.0,51450.0,58950.0,67100.0,57200.0,51800.0,63550.0,55300.0,55750.0,50920.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Median after-tax income ($),36400.0,41200.0,42000.0,42000.0,40800.0,36400.0,38800.0,42800.0,47600.0,40000.0,38400.0,45200.0,40400.0,41600.0,35200.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Median employment income ($),34000.0,39200.0,46000.0,42400.0,44000.0,36000.0,38400.0,45200.0,52000.0,40000.0,37200.0,48400.0,40400.0,44400.0,30600.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Average employment income ($),49040.0,45080.0,58650.0,46720.0,58200.0,48640.0,46640.0,54850.0,62650.0,52850.0,46040.0,59100.0,50680.0,52300.0,45720.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,"Median wages, salaries and commissions ($)",38400.0,40800.0,50400.0,43200.0,46400.0,38000.0,40800.0,47600.0,53600.0,42000.0,39600.0,50400.0,42800.0,46800.0,36000.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Total - Income statistics,308094.0,658656.0,733263.0,454239.0,41433.0,106736.0,313283.0,115523.0,10003293.0,1209691.0,174824.0,14404866.0,4390391.0,76077.0,181928.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Median total income ($),38966.0,45456.0,46204.0,47425.0,44818.0,38888.0,42958.0,47009.0,54367.0,43879.0,42113.0,51173.0,44347.0,45797.0,37356.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Average total income ($),49563.0,51799.0,61017.0,52322.0,58919.0,50904.0,51157.0,58184.0,67010.0,56878.0,51417.0,63453.0,55029.0,55025.0,50378.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Median after-tax income ($),36188.0,41092.0,41844.0,41865.0,40124.0,36147.0,38582.0,42397.0,47576.0,39895.0,38162.0,45178.0,40358.0,41103.0,35021.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Median employment income ($),33609.0,38988.0,45778.0,42184.0,42827.0,35580.0,38025.0,44581.0,51960.0,39894.0,36605.0,48372.0,40327.0,43756.0,30046.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Average employment income ($),45088.0,44907.0,58365.0,46482.0,56835.0,47956.0,46302.0,54060.0,62555.0,52459.0,45559.0,58988.0,50374.0,51550.0,45084.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,"Median wages, salaries and commissions ($)",38025.0,40629.0,50186.0,42982.0,45333.0,37450.0,40466.0,47022.0,53550.0,41852.0,38985.0,50368.0,42729.0,46050.0,35633.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Total - Income statistics,312250.0,664869.0,737744.0,458802.0,43022.0,108753.0,317602.0,118375.0,10015841.0,1216087.0,177960.0,14406924.0,4402267.0,78583.0,185025.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Median total income ($),39434.0,45744.0,46596.0,47775.0,46382.0,39512.0,43442.0,48191.0,54433.0,44121.0,42687.0,51227.0,44453.0,47003.0,37844.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Average total income ($),55837.0,52101.0,61583.0,52778.0,61281.0,51996.0,51743.0,59716.0,67190.0,57522.0,52183.0,63647.0,55571.0,56475.0,51462.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Median after-tax income ($),36612.0,41308.0,42156.0,42135.0,41476.0,36653.0,39018.0,43203.0,47624.0,40105.0,38638.0,45222.0,40442.0,42097.0,35379.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Median employment income ($),34391.0,39412.0,46222.0,42616.0,45173.0,36420.0,38775.0,45819.0,52040.0,40106.0,37795.0,48428.0,40473.0,45044.0,31154.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Average employment income ($),52992.0,45253.0,58935.0,46958.0,59565.0,49324.0,46978.0,55640.0,62745.0,53241.0,46521.0,59212.0,50986.0,53050.0,46356.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,"Median wages, salaries and commissions ($)",38775.0,40971.0,50614.0,43418.0,47467.0,38550.0,41134.0,48178.0,53650.0,42148.0,40215.0,50432.0,42871.0,47550.0,36367.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Total - Income statistics,160295.0,317465.0,333285.0,194640.0,15200.0,47745.0,152565.0,54675.0,5003315.0,618230.0,77375.0,7101745.0,2098425.0,37290.0,89655.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Median total income ($),42400.0,44800.0,50800.0,50400.0,60400.0,46000.0,47600.0,50400.0,61200.0,50000.0,46400.0,57200.0,48000.0,48800.0,40400.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Average total income ($),61300.0,52900.0,68400.0,56200.0,80300.0,60350.0,57700.0,65000.0,76100.0,66000.0,56650.0,71900.0,61650.0,60450.0,57550.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Median after-tax income ($),38400.0,39600.0,44800.0,44000.0,51600.0,41600.0,41600.0,44400.0,51600.0,44400.0,41200.0,48800.0,42400.0,42800.0,37200.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Median employment income ($),40000.0,42000.0,52800.0,48000.0,61200.0,44400.0,44800.0,50400.0,60400.0,47600.0,44800.0,56400.0,46000.0,48800.0,36400.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Average employment income ($),57250.0,48600.0,66800.0,52350.0,78500.0,57200.0,54150.0,61750.0,73000.0,61550.0,53150.0,68600.0,57950.0,58100.0,52600.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,"Median wages, salaries and commissions ($)",45200.0,44000.0,57600.0,48400.0,63200.0,46400.0,47200.0,53200.0,62400.0,50000.0,46800.0,58400.0,48800.0,52400.0,44400.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Total - Income statistics,159037.0,315708.0,331923.0,193199.0,14828.0,47138.0,151267.0,53866.0,4997544.0,616379.0,76263.0,7097845.0,2094294.0,36474.0,88804.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Median total income ($),42005.0,44623.0,50486.0,50170.0,58770.0,45405.0,47225.0,49430.0,61133.0,49778.0,45915.0,57157.0,47918.0,47602.0,40076.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Average total income ($),55311.0,52631.0,67887.0,55878.0,77733.0,59405.0,57191.0,63584.0,75941.0,65385.0,56055.0,71713.0,61100.0,59309.0,56597.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Median after-tax income ($),38092.0,39458.0,44535.0,43817.0,50296.0,41148.0,41276.0,43650.0,51554.0,44238.0,40805.0,48767.0,42338.0,41936.0,36862.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Median employment income ($),39621.0,41727.0,52380.0,47684.0,59387.0,43455.0,44368.0,49414.0,60327.0,47241.0,44209.0,56349.0,45877.0,47651.0,35740.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Average employment income ($),50569.0,48319.0,66291.0,51967.0,75567.0,56092.0,53637.0,60560.0,72840.0,60866.0,52425.0,68398.0,57359.0,56902.0,51533.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,"Median wages, salaries and commissions ($)",44564.0,43772.0,57209.0,48074.0,60796.0,45528.0,46764.0,52263.0,62322.0,49770.0,46132.0,58349.0,48688.0,51308.0,43667.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Total - Income statistics,161563.0,319232.0,334653.0,196092.0,15582.0,48360.0,153874.0,55496.0,5009093.0,620086.0,78503.0,7105647.0,2102564.0,38124.0,90515.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Median total income ($),42795.0,44977.0,51114.0,50630.0,62030.0,46595.0,47975.0,51370.0,61267.0,50222.0,46885.0,57243.0,48082.0,49998.0,40724.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Average total income ($),67289.0,53169.0,68913.0,56522.0,82867.0,61295.0,58209.0,66416.0,76259.0,66615.0,57245.0,72087.0,62200.0,61591.0,58503.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Median after-tax income ($),38708.0,39742.0,45065.0,44183.0,52904.0,42052.0,41924.0,45150.0,51646.0,44562.0,41595.0,48833.0,42462.0,43664.0,37538.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Median employment income ($),40379.0,42273.0,53220.0,48316.0,63013.0,45345.0,45232.0,51386.0,60473.0,47959.0,45391.0,56451.0,46123.0,49949.0,37060.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Average employment income ($),63931.0,48881.0,67309.0,52733.0,81433.0,58308.0,54663.0,62940.0,73160.0,62234.0,53875.0,68802.0,58541.0,59298.0,53667.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,"Median wages, salaries and commissions ($)",45836.0,44228.0,57991.0,48726.0,65604.0,47272.0,47636.0,54137.0,62478.0,50230.0,47468.0,58451.0,48912.0,53492.0,45133.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Total - Income statistics,149865.0,344285.0,402210.0,261875.0,27020.0,59990.0,162870.0,62265.0,5006250.0,594655.0,99015.0,7304150.0,2297900.0,40030.0,93815.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Median total income ($),36400.0,46400.0,43600.0,45200.0,39200.0,35200.0,40000.0,45600.0,49600.0,39600.0,40400.0,47200.0,42000.0,44400.0,35600.0
Canada,Total - Generation status,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Average total income ($),43440.0,51040.0,55400.0,49800.0,48600.0,44320.0,45600.0,53700.0,58200.0,47920.0,47960.0,55500.0,49480.0,51350.0,44520.0
