GEO,Generation status (4),"Highest certificate, diploma or degree (16)",Age (15B),Gender (3),Income statistics (17),Arab[7],Black[5],Chinese[4],Filipino[6],Japanese[12],Korean[11],Latin American[8],Multiple visible minorities[14],Not a visible minority[15],South Asian[3],Southeast Asian[9],Total - Visible minority[1],Total visible minority population[2],"Visible minority, n.i.e.[13]",West Asian[10]
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Total - Income statistics,44773.0,112887.0,216600.0,80628.0,2333.0,24561.0,53056.0,24497.0,340298.0,407980.0,29110.0,1431775.0,1089699.0,25462.0,60240.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Median total income ($),32842.0,38336.0,33327.0,43270.0,43691.0,33765.0,40091.0,41129.0,47684.0,39766.0,36271.0,40265.0,38253.0,41145.0,30344.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Average total income ($),52731.0,47994.0,54763.0,48103.0,69852.0,50811.0,53304.0,54208.0,76141.0,56406.0,48211.0,59262.0,53780.0,51385.0,47564.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Median after-tax income ($),30883.0,35241.0,31129.0,38186.0,40559.0,31920.0,36768.0,37022.0,42576.0,36629.0,33202.0,36704.0,35092.0,37177.0,28825.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Median employment income ($),30130.0,36442.0,38585.0,41499.0,40393.0,36215.0,40508.0,43262.0,49674.0,38776.0,39283.0,40623.0,38568.0,42730.0,24794.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Average employment income ($),51291.0,44779.0,57643.0,45496.0,72389.0,51595.0,51733.0,52650.0,75084.0,54295.0,47202.0,57601.0,52637.0,49993.0,44973.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Men+,"Median wages, salaries and commissions ($)",38882.0,42099.0,47430.0,42748.0,44082.0,40523.0,45970.0,46730.0,59017.0,43519.0,43030.0,46631.0,44186.0,48492.0,38900.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Total - Income statistics,46830.0,114741.0,218494.0,82502.0,2700.0,25539.0,54727.0,25780.0,343068.0,410995.0,30414.0,1435157.0,1093875.0,26847.0,62013.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Median total income ($),34358.0,39264.0,33873.0,43930.0,49109.0,35835.0,41509.0,43671.0,48316.0,40234.0,38129.0,40535.0,38547.0,43655.0,31256.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Average total income ($),55969.0,49046.0,55937.0,48697.0,81748.0,53989.0,55096.0,58892.0,78259.0,57294.0,50509.0,59938.0,54220.0,54115.0,49796.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Median after-tax income ($),32317.0,35959.0,31671.0,38614.0,45041.0,33680.0,37632.0,38978.0,43024.0,36971.0,34798.0,36896.0,35308.0,38823.0,29575.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Median employment income ($),33470.0,37958.0,39815.0,42501.0,50007.0,38985.0,42692.0,46338.0,50326.0,39624.0,40717.0,40977.0,39032.0,46070.0,27206.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Men+,Average employment income ($),55609.0,46181.0,59257.0,46344.0,89011.0,55505.0,53867.0,55950.0,77916.0,55305.0,50238.0,58399.0,53163.0,53007.0,47987.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Men+,"Median wages, salaries and commissions ($)",41918.0,43501.0,48570.0,43652.0,61518.0,43477.0,48430.0,50070.0,60183.0,44481.0,44970.0,46969.0,44614.0,50708.0,41100.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Total - Income statistics,42580.0,143600.0,261990.0,121470.0,5540.0,30360.0,60980.0,29685.0,375530.0,395590.0,37935.0,1598340.0,1222810.0,31700.0,61380.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Median total income ($),27400.0,40000.0,31400.0,39200.0,31000.0,27200.0,32800.0,36000.0,35600.0,31600.0,30800.0,33600.0,33200.0,35600.0,28600.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Average total income ($),36640.0,46120.0,45120.0,44240.0,40760.0,38840.0,41120.0,46200.0,51500.0,40480.0,39600.0,44600.0,42480.0,43800.0,38000.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Median after-tax income ($),26400.0,37200.0,29400.0,35600.0,29000.0,25800.0,31000.0,33600.0,32800.0,29800.0,29000.0,31600.0,31200.0,32800.0,27600.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Median employment income ($),19800.0,35200.0,31200.0,34400.0,22800.0,24600.0,29400.0,35200.0,37200.0,28000.0,25400.0,31200.0,30000.0,37200.0,19600.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Average employment income ($),35160.0,40680.0,45800.0,39040.0,36960.0,38880.0,38520.0,44800.0,51160.0,38480.0,36120.0,42400.0,40160.0,42400.0,34600.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,"Median wages, salaries and commissions ($)",23600.0,37600.0,38000.0,35600.0,25400.0,29400.0,33200.0,38400.0,42800.0,30800.0,28800.0,35200.0,33600.0,39600.0,24600.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Total - Income statistics,41793.0,142717.0,260933.0,120405.0,5272.0,29775.0,60100.0,29010.0,373853.0,393903.0,37319.0,1596437.0,1220754.0,31015.0,60510.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Median total income ($),26732.0,39686.0,31151.0,38956.0,29737.0,26597.0,32083.0,35393.0,35323.0,31448.0,30152.0,33475.0,33077.0,34875.0,28241.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Average total income ($),35858.0,45782.0,44786.0,43975.0,38275.0,37485.0,40387.0,45459.0,50913.0,40240.0,38704.0,44427.0,42359.0,42977.0,37442.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Median after-tax income ($),25874.0,36884.0,29135.0,35372.0,27666.0,25311.0,30491.0,33164.0,32586.0,29645.0,28491.0,31502.0,31093.0,32173.0,27327.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Median employment income ($),18871.0,34617.0,30760.0,34046.0,19826.0,23032.0,28634.0,33764.0,36711.0,27723.0,24512.0,31031.0,29904.0,36002.0,18696.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Average employment income ($),33987.0,40159.0,45376.0,38763.0,33579.0,36986.0,37559.0,43578.0,50321.0,38193.0,34898.0,42174.0,39995.0,41251.0,33598.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,"Median wages, salaries and commissions ($)",22533.0,37022.0,37552.0,35284.0,22589.0,27628.0,32450.0,37145.0,42189.0,30490.0,27993.0,35059.0,33455.0,38663.0,23386.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Total - Income statistics,43382.0,144489.0,263051.0,122544.0,5822.0,30956.0,61873.0,30375.0,377214.0,397284.0,38561.0,1600246.0,1224869.0,32400.0,62262.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Median total income ($),28068.0,40314.0,31649.0,39444.0,32263.0,27803.0,33517.0,36607.0,35877.0,31752.0,31448.0,33725.0,33323.0,36325.0,28959.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Average total income ($),37422.0,46458.0,45454.0,44505.0,43245.0,40195.0,41853.0,46941.0,52087.0,40720.0,40496.0,44773.0,42601.0,44623.0,38558.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Median after-tax income ($),26926.0,37516.0,29665.0,35828.0,30334.0,26289.0,31509.0,34036.0,33014.0,29955.0,29509.0,31698.0,31307.0,33427.0,27873.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Median employment income ($),20729.0,35783.0,31640.0,34754.0,25774.0,26168.0,30166.0,36636.0,37689.0,28277.0,26288.0,31369.0,30096.0,38398.0,20504.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,Average employment income ($),36333.0,41201.0,46224.0,39317.0,40341.0,40774.0,39481.0,46022.0,51999.0,38767.0,37342.0,42626.0,40325.0,43549.0,35602.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",Total - Age,Women+,"Median wages, salaries and commissions ($)",24667.0,38178.0,38448.0,35916.0,28211.0,31172.0,33950.0,39655.0,43411.0,31110.0,29607.0,35341.0,33745.0,40537.0,25814.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Total - Income statistics,52020.0,133360.0,235065.0,110700.0,5170.0,30780.0,70230.0,28020.0,260135.0,483385.0,36030.0,1549130.0,1289000.0,28325.0,75905.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Median total income ($),37200.0,45600.0,44800.0,46000.0,38800.0,40000.0,43200.0,47200.0,54400.0,43600.0,40800.0,44800.0,43600.0,45600.0,36000.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Average total income ($),53350.0,52050.0,61350.0,51450.0,56250.0,54550.0,54150.0,59800.0,76300.0,56650.0,51600.0,59250.0,55750.0,54800.0,49920.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Median after-tax income ($),35200.0,41600.0,41200.0,41200.0,35200.0,36800.0,39200.0,42800.0,48000.0,39600.0,37200.0,40800.0,39600.0,41600.0,33600.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Median employment income ($),33200.0,39600.0,44800.0,40800.0,33600.0,38800.0,39600.0,46400.0,54400.0,40000.0,34800.0,42000.0,40000.0,44000.0,27600.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Average employment income ($),51550.0,45880.0,58750.0,45760.0,55400.0,52750.0,50160.0,55850.0,73800.0,52950.0,46120.0,55600.0,51800.0,51250.0,45000.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,"Median wages, salaries and commissions ($)",40000.0,43200.0,51200.0,42000.0,37200.0,42400.0,44000.0,49600.0,60800.0,42800.0,39200.0,46400.0,44000.0,47600.0,37200.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Total - Income statistics,50922.0,132164.0,233826.0,109747.0,4941.0,30175.0,69229.0,27416.0,258379.0,481494.0,35354.0,1546922.0,1287178.0,27621.0,74843.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Median total income ($),36552.0,45329.0,44401.0,45780.0,37242.0,39193.0,42695.0,45953.0,53993.0,43400.0,40177.0,44717.0,43501.0,44736.0,35646.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Average total income ($),52079.0,51708.0,60710.0,51126.0,52624.0,53263.0,53384.0,57824.0,75371.0,56291.0,50598.0,58989.0,55563.0,53676.0,48959.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Median after-tax income ($),34646.0,41374.0,40896.0,40996.0,33407.0,36279.0,38813.0,42010.0,47680.0,39417.0,36736.0,40714.0,39513.0,40907.0,33237.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Median employment income ($),32076.0,39091.0,44242.0,40389.0,29608.0,37486.0,38826.0,44791.0,53874.0,39713.0,33733.0,41872.0,39875.0,43104.0,26590.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Average employment income ($),49920.0,45460.0,58017.0,45389.0,51204.0,51131.0,49199.0,54200.0,72782.0,52539.0,44786.0,55307.0,51578.0,50036.0,43696.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,"Median wages, salaries and commissions ($)",38713.0,42748.0,50674.0,41589.0,34104.0,40832.0,43096.0,48072.0,60295.0,42413.0,38247.0,46251.0,43849.0,46622.0,36320.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Total - Income statistics,53142.0,134567.0,236311.0,111662.0,5410.0,31397.0,71246.0,28638.0,261903.0,485283.0,36719.0,1551342.0,1290824.0,29047.0,76982.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Median total income ($),37848.0,45871.0,45199.0,46220.0,40358.0,40807.0,43705.0,48447.0,54807.0,43800.0,41423.0,44883.0,43699.0,46464.0,36354.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Average total income ($),54621.0,52392.0,61990.0,51774.0,59876.0,55837.0,54916.0,61776.0,77229.0,57009.0,52602.0,59511.0,55937.0,55924.0,50881.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Median after-tax income ($),35754.0,41826.0,41504.0,41404.0,36993.0,37321.0,39587.0,43590.0,48320.0,39783.0,37664.0,40886.0,39687.0,42293.0,33963.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Median employment income ($),34324.0,40109.0,45358.0,41211.0,37592.0,40114.0,40374.0,48009.0,54926.0,40287.0,35867.0,42128.0,40125.0,44896.0,28610.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,Average employment income ($),53180.0,46300.0,59483.0,46131.0,59596.0,54369.0,51121.0,57500.0,74818.0,53361.0,47454.0,55893.0,52022.0,52464.0,46304.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Total - Gender,"Median wages, salaries and commissions ($)",41287.0,43652.0,51726.0,42411.0,40296.0,43968.0,44904.0,51128.0,61305.0,43187.0,40153.0,46549.0,44151.0,48578.0,38080.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Total - Income statistics,26410.0,58865.0,103620.0,43975.0,1385.0,13855.0,33295.0,12900.0,127525.0,241950.0,14720.0,728150.0,600625.0,12910.0,36745.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Median total income ($),42400.0,43600.0,48000.0,49200.0,56000.0,47200.0,48000.0,51600.0,63200.0,50400.0,46400.0,50000.0,47600.0,48400.0,37600.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Average total income ($),63300.0,53000.0,68200.0,54950.0,94700.0,63950.0,61100.0,66200.0,90400.0,66400.0,58550.0,68000.0,63150.0,59050.0,56350.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Median after-tax income ($),39200.0,39200.0,42800.0,42800.0,49200.0,42800.0,42400.0,45200.0,53600.0,44800.0,40800.0,44000.0,42400.0,42400.0,34800.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Median employment income ($),40800.0,42000.0,50400.0,46400.0,58000.0,47600.0,46800.0,52000.0,64000.0,48000.0,44800.0,49200.0,46400.0,48800.0,32800.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Average employment income ($),60400.0,49360.0,66800.0,51300.0,94600.0,61550.0,57850.0,61700.0,88000.0,62300.0,55200.0,64800.0,59800.0,56450.0,51850.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,"Median wages, salaries and commissions ($)",50000.0,46800.0,58800.0,47200.0,64000.0,51200.0,52000.0,56400.0,72500.0,52000.0,48800.0,54800.0,51200.0,53200.0,48000.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Total - Income statistics,25726.0,58146.0,102798.0,43338.0,1268.0,13473.0,32720.0,12489.0,126531.0,240771.0,14298.0,726411.0,599130.0,12499.0,36149.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Median total income ($),41316.0,43111.0,47250.0,48789.0,51193.0,45387.0,46916.0,49685.0,62369.0,49915.0,45447.0,49788.0,47343.0,46241.0,36940.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Average total income ($),61222.0,52299.0,67019.0,54363.0,87367.0,61424.0,59894.0,61922.0,88669.0,65724.0,56900.0,67511.0,62812.0,57217.0,54517.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Median after-tax income ($),38206.0,38784.0,42148.0,42492.0,44148.0,41863.0,41764.0,44141.0,53013.0,44405.0,39928.0,43851.0,42233.0,40913.0,34283.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Median employment income ($),38967.0,41071.0,49390.0,45895.0,51156.0,45685.0,45529.0,50106.0,63291.0,47491.0,43252.0,48947.0,46088.0,46498.0,31496.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Average employment income ($),58037.0,48578.0,65456.0,50660.0,86289.0,58739.0,56595.0,59745.0,86269.0,61599.0,53102.0,64299.0,59421.0,54393.0,49609.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,"Median wages, salaries and commissions ($)",48762.0,45993.0,57847.0,46727.0,54875.0,49265.0,50810.0,54506.0,71877.0,51348.0,47242.0,54525.0,50921.0,51163.0,46696.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Total - Income statistics,27112.0,59593.0,104448.0,44621.0,1513.0,14247.0,33881.0,13324.0,128527.0,243134.0,15154.0,729894.0,602124.0,13334.0,37351.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Median total income ($),43484.0,44089.0,48750.0,49611.0,60807.0,49013.0,49084.0,53515.0,64031.0,50885.0,47353.0,50212.0,47857.0,50559.0,38260.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Average total income ($),65378.0,53701.0,69381.0,55537.0,102033.0,66476.0,62306.0,70478.0,92131.0,67076.0,60200.0,68489.0,63488.0,60883.0,58183.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Median after-tax income ($),40194.0,39616.0,43452.0,43108.0,54252.0,43737.0,43036.0,46259.0,54187.0,45195.0,41672.0,44149.0,42567.0,43887.0,35317.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Median employment income ($),42633.0,42929.0,51410.0,46905.0,64844.0,49515.0,48071.0,53894.0,64709.0,48509.0,46348.0,49453.0,46712.0,51102.0,34104.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,Average employment income ($),62763.0,50142.0,68144.0,51940.0,102911.0,64361.0,59105.0,63655.0,89731.0,63001.0,57298.0,65301.0,60179.0,58507.0,54091.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Men+,"Median wages, salaries and commissions ($)",51238.0,47607.0,59753.0,47673.0,73125.0,53135.0,53190.0,58294.0,73123.0,52652.0,50358.0,55075.0,51479.0,55237.0,49304.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Total - Income statistics,25620.0,74500.0,131445.0,66725.0,3790.0,16930.0,36930.0,15120.0,132610.0,241435.0,21310.0,820985.0,688375.0,15420.0,39165.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Median total income ($),34000.0,46400.0,43200.0,44000.0,33200.0,35600.0,40400.0,45200.0,48400.0,38800.0,38000.0,41600.0,40800.0,44400.0,34800.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Average total income ($),42960.0,51350.0,56000.0,49120.0,42280.0,46880.0,47840.0,54350.0,62750.0,46720.0,46760.0,51450.0,49280.0,51250.0,43880.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Median after-tax income ($),32800.0,43200.0,40000.0,40000.0,31200.0,33600.0,37200.0,41200.0,43600.0,36000.0,35600.0,38400.0,37600.0,40800.0,33200.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Median employment income ($),24400.0,38000.0,39600.0,37200.0,26000.0,33200.0,34000.0,41200.0,46000.0,32400.0,28400.0,36000.0,34400.0,40800.0,23200.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Average employment income ($),39440.0,42960.0,51950.0,41960.0,38880.0,44720.0,42600.0,50480.0,59150.0,42080.0,39360.0,46560.0,44040.0,46520.0,37560.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,"Median wages, salaries and commissions ($)",28600.0,40000.0,46400.0,38000.0,27800.0,36400.0,37200.0,44400.0,50800.0,34800.0,31400.0,39600.0,37600.0,43200.0,29000.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Total - Income statistics,25006.0,73690.0,130521.0,66016.0,3572.0,16488.0,36214.0,14688.0,131424.0,240084.0,20877.0,818900.0,686666.0,14998.0,38559.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Median total income ($),33234.0,46025.0,42805.0,43737.0,31245.0,34622.0,39834.0,44035.0,47944.0,38527.0,37332.0,41446.0,40645.0,43422.0,34360.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Average total income ($),41909.0,50922.0,55552.0,48753.0,39245.0,45128.0,46895.0,52853.0,61805.0,46390.0,45644.0,51240.0,49107.0,49814.0,42992.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Median after-tax income ($),32181.0,42850.0,39633.0,39731.0,29784.0,32850.0,36703.0,40312.0,43229.0,35754.0,34973.0,38270.0,37469.0,39733.0,32780.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Median employment income ($),22669.0,37413.0,38989.0,36829.0,23291.0,31489.0,33014.0,38837.0,45307.0,32133.0,27178.0,35802.0,34162.0,39313.0,21805.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Average employment income ($),37943.0,42353.0,51384.0,41557.0,35336.0,42561.0,41402.0,48545.0,58042.0,41760.0,37914.0,46301.0,43822.0,44962.0,36195.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,"Median wages, salaries and commissions ($)",26930.0,39332.0,45858.0,37613.0,24826.0,34628.0,36239.0,42261.0,50116.0,34488.0,30113.0,39411.0,37384.0,41764.0,27432.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Total - Income statistics,26249.0,75319.0,132375.0,67442.0,4021.0,17384.0,37660.0,15564.0,133807.0,242793.0,21752.0,823076.0,690088.0,15854.0,39781.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Median total income ($),34766.0,46775.0,43595.0,44263.0,35155.0,36578.0,40966.0,46365.0,48856.0,39073.0,38668.0,41754.0,40955.0,45378.0,35240.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Average total income ($),44011.0,51778.0,56448.0,49487.0,45315.0,48632.0,48785.0,55847.0,63695.0,47050.0,47876.0,51660.0,49453.0,52686.0,44768.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Median after-tax income ($),33419.0,43550.0,40367.0,40269.0,32616.0,34350.0,37697.0,42088.0,43971.0,36246.0,36227.0,38530.0,37731.0,41867.0,33620.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Median employment income ($),26131.0,38587.0,40211.0,37571.0,28709.0,34911.0,34986.0,43563.0,46693.0,32667.0,29622.0,36198.0,34638.0,42287.0,24595.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,Average employment income ($),40937.0,43567.0,52516.0,42363.0,42424.0,46879.0,43798.0,52415.0,60258.0,42400.0,40806.0,46819.0,44258.0,48078.0,38925.0
"Toronto (CMA), Ont.",First generation,"Total - Highest certificate, diploma or degree",25 to 54 years,Women+,"Median wages, salaries and commissions ($)",30270.0,40668.0,46942.0,38387.0,30774.0,38172.0,38161.0,46539.0,51484.0,35112.0,32687.0,39789.0,37816.0,44636.0,30568.0
"Toronto (CMA), Ont.",First generation,Bachelor’s degree or higher,Total - Age,Total - Gender,Total - Income statistics,43015.0,58990.0,213730.0,82180.0,3770.0,30310.0,34405.0,20040.0,242585.0,393455.0,16900.0,1206050.0,963465.0,9925.0,56745.0
"Toronto (CMA), Ont.",First generation,Bachelor’s degree or higher,Total - Age,Total - Gender,Median total income ($),39600.0,53600.0,52800.0,46800.0,42400.0,37600.0,48800.0,52000.0,63200.0,46000.0,49200.0,50000.0,47200.0,54800.0,38000.0
"Toronto (CMA), Ont.",First generation,Bachelor’s degree or higher,Total - Age,Total - Gender,Average total income ($),59450.0,64200.0,69200.0,53400.0,65100.0,55100.0,64300.0,68200.0,93800.0,61600.0,65700.0,68800.0,62500.0,68800.0,55500.0
"Toronto (CMA), Ont.",First generation,Bachelor’s degree or higher,Total - Age,Total - Gender,Median after-tax income ($),36800.0,48000.0,46800.0,41600.0,39200.0,35200.0,43600.0,46400.0,54000.0,41600.0,44000.0,44400.0,42400.0,48000.0,35200.0
"Toronto (CMA), Ont.",First generation,Bachelor’s degree or higher,Total - Age,Total - Gender,Median employment income ($),40800.0,50000.0,58000.0,44000.0,38800.0,40800.0,48800.0,54000.0,61600.0,45600.0,48000.0,50000.0,47600.0,55200.0,35600.0
