unit_id,cluster,umap_x,umap_y
788,0,-1.1926917,7.9074306
789,0,-0.36997384,10.769427
790,13,2.966885,13.956466
791,0,-0.35267925,10.749391
792,2,3.1578937,9.85675
793,21,2.839442,8.280819
794,3,5.73506,12.169814
795,21,4.4155955,11.475058
796,21,4.646236,8.015988
797,0,3.695008,7.047068
798,21,-2.1392453,7.302039
799,0,4.1711287,6.8865705
800,21,6.0615835,10.664442
801,3,5.701069,12.165454
802,21,6.1503825,10.612791
803,21,6.150567,10.603634
804,0,0.49127248,9.880884
805,6,4.050658,12.306833
806,2,7.984159,8.935475
807,2,-0.016083805,7.1540875
808,2,0.08110787,9.04667
809,2,1.121638,10.428144
810,2,1.4547944,7.0776234
811,2,-0.015571327,9.121913
812,2,4.581317,9.694994
813,2,2.9680026,13.950766
814,2,-0.0076354644,9.08543
815,14,1.3698189,7.008108
816,2,1.4560076,7.047124
817,2,1.4323083,7.1216717
818,20,6.599745,11.557899
819,10,4.9805455,10.339789
820,10,5.43467,9.84395
821,2,3.3802364,10.636251
822,23,0.12522814,9.773055
823,23,3.9681304,5.752787
824,23,0.06544752,9.7547245
825,7,1.1452665,11.1816025
826,5,6.56559,7.8387885
827,2,4.054572,12.068744
828,23,-1.0303277,11.343997
829,7,5.883844,11.304633
830,2,5.8614388,11.380465
831,4,0.36732936,8.695863
832,1,3.0014913,8.972777
833,2,1.454117,7.1217833
834,2,3.4287128,7.811324
835,2,3.4259348,7.896779
836,2,4.4664297,13.564295
837,2,4.442183,13.584083
838,16,-0.0715311,12.607431
839,16,-0.0786809,12.612895
840,16,-0.070346154,12.591483
841,16,-0.08358726,12.643448
842,16,-0.096456245,12.617976
843,16,-0.07928931,12.622737
844,13,2.4020774,11.872614
845,10,1.4776318,7.093779
846,0,1.4490759,7.9900484
847,17,3.9512377,10.585001
848,2,0.4061226,9.807006
849,2,0.6706115,10.387443
850,13,6.085094,10.74042
851,12,6.055365,10.699227
852,18,3.2681723,13.334203
853,14,3.8672166,7.0961776
854,10,5.7618737,10.281252
855,11,0.1077821,10.841317
856,1,-0.5780224,5.442966
857,10,5.4522963,9.959818
858,11,2.2837574,13.67202
859,4,5.8459835,8.783998
860,10,5.473673,10.008312
861,2,2.6016045,10.332115
862,12,3.3917148,7.965411
863,2,2.238169,7.99318
864,12,5.8195844,10.547437
865,4,5.74759,10.57858
866,13,0.82545036,5.859587
867,12,0.0063139894,7.1403747
868,4,5.9827237,8.704776
869,0,4.562403,6.5993776
870,2,6.518903,7.7946177
871,21,-2.112531,7.2664747
872,1,2.3360667,6.7578697
873,7,2.9132507,10.649493
874,2,2.9298754,15.200731
875,17,5.9769773,10.65264
876,0,2.3192048,13.265752
877,17,2.307906,13.185418
878,10,5.432835,10.006012
879,2,0.6503105,8.675244
880,2,1.0403792,7.792499
881,2,0.6550023,8.719997
882,19,2.1635032,11.506097
883,13,1.4096043,11.90554
884,22,1.2935908,11.827587
885,11,0.86069745,10.215849
886,19,1.3727452,7.246775
887,0,6.5269823,11.553218
888,2,0.44300598,12.345833
889,2,3.1774383,10.728003
890,12,6.71832,12.5328665
891,17,1.4571244,11.212495
892,10,1.6375339,11.036535
893,23,0.052744776,9.704164
894,2,2.9577916,13.9582
895,11,4.0278687,10.61733
896,2,4.015352,10.612107
897,13,4.1187043,10.672986
898,7,7.971012,8.981419
899,0,6.5859537,11.551974
900,0,2.7354033,7.9295974
901,19,2.8590705,7.655641
902,1,2.3784597,6.893758
903,19,2.9935696,13.938211
904,3,5.730971,12.181665
905,2,1.3446183,8.416966
906,2,-0.7144242,5.365984
907,2,-0.7071877,5.361666
908,2,-0.71366125,5.3564987
909,2,-0.712433,5.365482
910,4,6.0864096,8.78138
911,4,6.0951815,8.75856
912,14,1.4715877,7.065703
913,11,3.5698087,12.860259
914,3,5.710756,12.160863
915,3,5.699829,12.150227
916,10,4.741016,10.651235
917,19,-1.9949684,8.610117
918,21,-2.1628048,7.243332
919,2,4.068819,12.033128
